Data;Ora solare;Livello Punta Salute (cm);;;
25-mar-00;13.00;26;;;
25-mar-00;14.00;27;;;
25-mar-00;15.00;23;;;
25-mar-00;16.00;16;;;
25-mar-00;17.00;9;;;
25-mar-00;18.00;8;;;
25-mar-00;19.00;9;;;
25-mar-00;20.00;16;;;
25-mar-00;21.00;23;;;
25-mar-00;22.00;33;;;
25-mar-00;23.00;39;;;
26-mar-00;0.00;43;;;
26-mar-00;1.00;43;;;
26-mar-00;2.00;37;;;
26-mar-00;3.00;27;;;
26-mar-00;4.00;16;;;
26-mar-00;5.00;7;;;
26-mar-00;6.00;-2;;;
26-mar-00;7.00;-8;;;
26-mar-00;8.00;-8;;;
26-mar-00;9.00;-5;;;
26-mar-00;10.00;3;;;
26-mar-00;11.00;11;;;
26-mar-00;12.00;20;;;
26-mar-00;13.00;27;;;
26-mar-00;14.00;28;;;
26-mar-00;15.00;31;;;
26-mar-00;16.00;32;;;
26-mar-00;17.00;32;;;
26-mar-00;18.00;31;;;
26-mar-00;19.00;28;;;
26-mar-00;20.00;29;;;
26-mar-00;21.00;31;;;
26-mar-00;22.00;36;;;
26-mar-00;23.00;43;;;
27-mar-00;0.00;44;;;
27-mar-00;1.00;43;;;
27-mar-00;2.00;43;;;
27-mar-00;3.00;39;;;
27-mar-00;4.00;31;;;
27-mar-00;5.00;25;;;
27-mar-00;6.00;22;;;
27-mar-00;7.00;17;;;
27-mar-00;8.00;16;;;
27-mar-00;9.00;16;;;
27-mar-00;10.00;17;;;
27-mar-00;11.00;19;;;
27-mar-00;12.00;23;;;
27-mar-00;13.00;30;;;
27-mar-00;14.00;36;;;
27-mar-00;15.00;40;;;
27-mar-00;16.00;40;;;
27-mar-00;17.00;36;;;
27-mar-00;18.00;36;;;
27-mar-00;19.00;36;;;
27-mar-00;20.00;32;;;
27-mar-00;21.00;28;;;
27-mar-00;22.00;27;;;
27-mar-00;23.00;30;;;
28-mar-00;0.00;30;;;
28-mar-00;1.00;31;;;
28-mar-00;2.00;31;;;
28-mar-00;3.00;32;;;
28-mar-00;4.00;35;;;
28-mar-00;5.00;32;;;
28-mar-00;6.00;22;;;
28-mar-00;7.00;16;;;
28-mar-00;8.00;11;;;
28-mar-00;9.00;6;;;
28-mar-00;10.00;4;;;
28-mar-00;11.00;6;;;
28-mar-00;12.00;8;;;
28-mar-00;13.00;8;;;
28-mar-00;14.00;12;;;
28-mar-00;15.00;19;;;
28-mar-00;16.00;24;;;
28-mar-00;17.00;28;;;
28-mar-00;18.00;31;;;
28-mar-00;19.00;33;;;
28-mar-00;20.00;32;;;
28-mar-00;21.00;27;;;
28-mar-00;22.00;24;;;
28-mar-00;23.00;24;;;
29-mar-00;0.00;27;;;
29-mar-00;1.00;36;;;
29-mar-00;2.00;41;;;
29-mar-00;3.00;44;;;
29-mar-00;4.00;48;;;
29-mar-00;5.00;51;;;
29-mar-00;6.00;55;;;
29-mar-00;7.00;62;;;
29-mar-00;8.00;64;;;
29-mar-00;9.00;63;;;
29-mar-00;10.00;55;;;
29-mar-00;11.00;52;;;
29-mar-00;12.00;46;;;
29-mar-00;13.00;28;;;
29-mar-00;14.00;23;;;
29-mar-00;15.00;22;;;
29-mar-00;16.00;25;;;
29-mar-00;17.00;36;;;
29-mar-00;18.00;51;;;
29-mar-00;19.00;55;;;
29-mar-00;20.00;52;;;
29-mar-00;21.00;52;;;
29-mar-00;22.00;46;;;
29-mar-00;23.00;36;;;
30-mar-00;0.00;27;;;
30-mar-00;1.00;20;;;
30-mar-00;2.00;22;;;
30-mar-00;3.00;20;;;
30-mar-00;4.00;20;;;
30-mar-00;5.00;27;;;
30-mar-00;6.00;28;;;
30-mar-00;7.00;32;;;
30-mar-00;8.00;36;;;
30-mar-00;9.00;36;;;
30-mar-00;10.00;27;;;
30-mar-00;11.00;17;;;
30-mar-00;12.00;11;;;
30-mar-00;13.00;8;;;
30-mar-00;14.00;7;;;
30-mar-00;15.00;11;;;
30-mar-00;16.00;14;;;
30-mar-00;17.00;20;;;
30-mar-00;18.00;31;;;
30-mar-00;19.00;36;;;
30-mar-00;20.00;43;;;
30-mar-00;21.00;46;;;
30-mar-00;22.00;44;;;
30-mar-00;23.00;36;;;
31-mar-00;0.00;27;;;
31-mar-00;1.00;16;;;
31-mar-00;2.00;8;;;
31-mar-00;3.00;3;;;
31-mar-00;4.00;4;;;
31-mar-00;5.00;14;;;
31-mar-00;6.00;25;;;
31-mar-00;7.00;35;;;
31-mar-00;8.00;40;;;
31-mar-00;9.00;41;;;
31-mar-00;10.00;33;;;
31-mar-00;11.00;20;;;
31-mar-00;12.00;8;;;
31-mar-00;13.00;-5;;;
31-mar-00;14.00;-13;;;
31-mar-00;15.00;-15;;;
31-mar-00;16.00;-9;;;
31-mar-00;17.00;3;;;
31-mar-00;18.00;20;;;
31-mar-00;19.00;35;;;
31-mar-00;20.00;46;;;
31-mar-00;21.00;54;;;
31-mar-00;22.00;54;;;
31-mar-00;23.00;43;;;
1-apr-00;0.00;27;;;
1-apr-00;1.00;14;;;
1-apr-00;2.00;3;;;
1-apr-00;3.00;-4;;;
1-apr-00;4.00;-1;;;
1-apr-00;5.00;11;;;
1-apr-00;6.00;27;;;
1-apr-00;7.00;41;;;
1-apr-00;8.00;52;;;
1-apr-00;9.00;59;;;
1-apr-00;10.00;56;;;
1-apr-00;11.00;41;;;
1-apr-00;12.00;27;;;
1-apr-00;13.00;11;;;
1-apr-00;14.00;-5;;;
1-apr-00;15.00;-12;;;
1-apr-00;16.00;-12;;;
1-apr-00;17.00;-4;;;
1-apr-00;18.00;14;;;
1-apr-00;19.00;31;;;
1-apr-00;20.00;44;;;
1-apr-00;21.00;52;;;
1-apr-00;22.00;54;;;
1-apr-00;23.00;48;;;
2-apr-00;0.00;33;;;
2-apr-00;1.00;16;;;
2-apr-00;2.00;3;;;
2-apr-00;3.00;-5;;;
2-apr-00;4.00;-8;;;
2-apr-00;5.00;4;;;
2-apr-00;6.00;23;;;
2-apr-00;7.00;41;;;
2-apr-00;8.00;57;;;
2-apr-00;9.00;67;;;
2-apr-00;10.00;64;;;
2-apr-00;11.00;51;;;
2-apr-00;12.00;31;;;
2-apr-00;13.00;9;;;
2-apr-00;14.00;-10;;;
2-apr-00;15.00;-24;;;
2-apr-00;16.00;-29;;;
2-apr-00;17.00;-21;;;
2-apr-00;18.00;-2;;;
2-apr-00;19.00;20;;;
2-apr-00;20.00;39;;;
2-apr-00;21.00;52;;;
2-apr-00;22.00;59;;;
2-apr-00;23.00;57;;;
3-apr-00;0.00;46;;;
3-apr-00;1.00;31;;;
3-apr-00;2.00;14;;;
3-apr-00;3.00;1;;;
3-apr-00;4.00;-1;;;
3-apr-00;5.00;4;;;
3-apr-00;6.00;19;;;
3-apr-00;7.00;38;;;
3-apr-00;8.00;55;;;
3-apr-00;9.00;67;;;
3-apr-00;10.00;70;;;
3-apr-00;11.00;64;;;
3-apr-00;12.00;51;;;
3-apr-00;13.00;36;;;
3-apr-00;14.00;19;;;
3-apr-00;15.00;8;;;
3-apr-00;16.00;6;;;
3-apr-00;17.00;11;;;
3-apr-00;18.00;21;;;
3-apr-00;19.00;38;;;
3-apr-00;20.00;59;;;
3-apr-00;21.00;76;;;
3-apr-00;22.00;94;;;
3-apr-00;23.00;102;;;
4-apr-00;0.00;91;;;
4-apr-00;1.00;72;;;
4-apr-00;2.00;49;;;
4-apr-00;3.00;27;;;
4-apr-00;4.00;9;;;
4-apr-00;5.00;3;;;
4-apr-00;6.00;6;;;
4-apr-00;7.00;22;;;
4-apr-00;8.00;41;;;
4-apr-00;9.00;59;;;
4-apr-00;10.00;65;;;
4-apr-00;11.00;64;;;
4-apr-00;12.00;53;;;
4-apr-00;13.00;34;;;
4-apr-00;14.00;16;;;
4-apr-00;15.00;-1;;;
4-apr-00;16.00;-12;;;
4-apr-00;17.00;-9;;;
4-apr-00;18.00;7;;;
4-apr-00;19.00;27;;;
4-apr-00;20.00;48;;;
4-apr-00;21.00;67;;;
4-apr-00;22.00;81;;;
4-apr-00;23.00;86;;;
5-apr-00;0.00;81;;;
5-apr-00;1.00;64;;;
5-apr-00;2.00;46;;;
5-apr-00;3.00;26;;;
5-apr-00;4.00;12;;;
5-apr-00;5.00;1;;;
5-apr-00;6.00;-2;;;
5-apr-00;7.00;4;;;
5-apr-00;8.00;20;;;
5-apr-00;9.00;41;;;
5-apr-00;10.00;57;;;
5-apr-00;11.00;68;;;
5-apr-00;12.00;68;;;
5-apr-00;13.00;57;;;
5-apr-00;14.00;36;;;
5-apr-00;15.00;17;;;
5-apr-00;16.00;4;;;
5-apr-00;17.00;-7;;;
5-apr-00;18.00;-4;;;
5-apr-00;19.00;17;;;
5-apr-00;20.00;43;;;
5-apr-00;21.00;68;;;
5-apr-00;22.00;91;;;
5-apr-00;23.00;105;;;
6-apr-00;0.00;111;;;
6-apr-00;1.00;99;;;
6-apr-00;2.00;75;;;
6-apr-00;3.00;48;;;
6-apr-00;4.00;22;;;
6-apr-00;5.00;-1;;;
6-apr-00;6.00;-16;;;
6-apr-00;7.00;-16;;;
6-apr-00;8.00;3;;;
6-apr-00;9.00;28;;;
6-apr-00;10.00;50;;;
6-apr-00;11.00;63;;;
6-apr-00;12.00;68;;;
6-apr-00;13.00;62;;;
6-apr-00;14.00;44;;;
6-apr-00;15.00;27;;;
6-apr-00;16.00;14;;;
6-apr-00;17.00;8;;;
6-apr-00;18.00;14;;;
6-apr-00;19.00;31;;;
6-apr-00;20.00;50;;;
6-apr-00;21.00;68;;;
6-apr-00;22.00;80;;;
6-apr-00;23.00;89;;;
7-apr-00;0.00;92;;;
7-apr-00;1.00;84;;;
7-apr-00;2.00;65;;;
7-apr-00;3.00;44;;;
7-apr-00;4.00;23;;;
7-apr-00;5.00;3;;;
7-apr-00;6.00;-13;;;
7-apr-00;7.00;-21;;;
7-apr-00;8.00;-16;;;
7-apr-00;9.00;2;;;
7-apr-00;10.00;21;;;
7-apr-00;11.00;36;;;
7-apr-00;12.00;44;;;
7-apr-00;13.00;48;;;
7-apr-00;14.00;40;;;
7-apr-00;15.00;27;;;
7-apr-00;16.00;14;;;
7-apr-00;17.00;4;;;
7-apr-00;18.00;1;;;
7-apr-00;19.00;8;;;
7-apr-00;20.00;22;;;
7-apr-00;21.00;39;;;
7-apr-00;22.00;51;;;
7-apr-00;23.00;58;;;
8-apr-00;0.00;59;;;
8-apr-00;1.00;52;;;
8-apr-00;2.00;39;;;
8-apr-00;3.00;21;;;
8-apr-00;4.00;5;;;
8-apr-00;5.00;-8;;;
8-apr-00;6.00;-21;;;
8-apr-00;7.00;-24;;;
8-apr-00;8.00;-19;;;
8-apr-00;9.00;-6;;;
8-apr-00;10.00;8;;;
8-apr-00;11.00;26;;;
8-apr-00;12.00;39;;;
8-apr-00;13.00;44;;;
8-apr-00;14.00;44;;;
8-apr-00;15.00;35;;;
8-apr-00;16.00;25;;;
8-apr-00;17.00;11;;;
8-apr-00;18.00;4;;;
8-apr-00;19.00;1;;;
8-apr-00;20.00;8;;;
8-apr-00;21.00;20;;;
8-apr-00;22.00;36;;;
8-apr-00;23.00;48;;;
9-apr-00;0.00;55;;;
9-apr-00;1.00;57;;;
9-apr-00;2.00;51;;;
9-apr-00;3.00;38;;;
9-apr-00;4.00;23;;;
9-apr-00;5.00;8;;;
9-apr-00;6.00;-5;;;
9-apr-00;7.00;-11;;;
9-apr-00;8.00;-10;;;
9-apr-00;9.00;-3;;;
9-apr-00;10.00;8;;;
9-apr-00;11.00;23;;;
9-apr-00;12.00;36;;;
9-apr-00;13.00;43;;;
9-apr-00;14.00;48;;;
9-apr-00;15.00;48;;;
9-apr-00;16.00;40;;;
9-apr-00;17.00;31;;;
9-apr-00;18.00;24;;;
9-apr-00;19.00;22;;;
9-apr-00;20.00;23;;;
9-apr-00;21.00;32;;;
9-apr-00;22.00;43;;;
9-apr-00;23.00;52;;;
10-apr-00;0.00;56;;;
10-apr-00;1.00;56;;;
10-apr-00;2.00;54;;;
10-apr-00;3.00;48;;;
10-apr-00;4.00;38;;;
10-apr-00;5.00;28;;;
10-apr-00;6.00;19;;;
10-apr-00;7.00;11;;;
10-apr-00;8.00;4;;;
10-apr-00;9.00;-1;;;
10-apr-00;10.00;-1;;;
10-apr-00;11.00;8;;;
10-apr-00;12.00;19;;;
10-apr-00;13.00;31;;;
10-apr-00;14.00;41;;;
10-apr-00;15.00;46;;;
10-apr-00;16.00;51;;;
10-apr-00;17.00;51;;;
10-apr-00;18.00;48;;;
10-apr-00;19.00;43;;;
10-apr-00;20.00;38;;;
10-apr-00;21.00;35;;;
10-apr-00;22.00;36;;;
10-apr-00;23.00;41;;;
11-apr-00;0.00;48;;;
11-apr-00;1.00;55;;;
11-apr-00;2.00;56;;;
11-apr-00;3.00;55;;;
11-apr-00;4.00;51;;;
11-apr-00;5.00;43;;;
11-apr-00;6.00;35;;;
11-apr-00;7.00;24;;;
11-apr-00;8.00;16;;;
11-apr-00;9.00;8;;;
11-apr-00;10.00;6;;;
11-apr-00;11.00;7;;;
11-apr-00;12.00;14;;;
11-apr-00;13.00;23;;;
11-apr-00;14.00;35;;;
11-apr-00;15.00;44;;;
11-apr-00;16.00;52;;;
11-apr-00;17.00;55;;;
11-apr-00;18.00;55;;;
11-apr-00;19.00;52;;;
11-apr-00;20.00;48;;;
11-apr-00;21.00;46;;;
11-apr-00;22.00;44;;;
11-apr-00;23.00;43;;;
12-apr-00;0.00;46;;;
12-apr-00;1.00;50;;;
12-apr-00;2.00;53;;;
12-apr-00;3.00;57;;;
12-apr-00;4.00;57;;;
12-apr-00;5.00;57;;;
12-apr-00;6.00;52;;;
12-apr-00;7.00;44;;;
12-apr-00;8.00;36;;;
12-apr-00;9.00;28;;;
12-apr-00;10.00;23;;;
12-apr-00;11.00;18;;;
12-apr-00;12.00;16;;;
12-apr-00;13.00;23;;;
12-apr-00;14.00;30;;;
12-apr-00;15.00;39;;;
12-apr-00;16.00;52;;;
12-apr-00;17.00;59;;;
12-apr-00;18.00;63;;;
12-apr-00;19.00;65;;;
12-apr-00;20.00;65;;;
12-apr-00;21.00;65;;;
12-apr-00;22.00;63;;;
12-apr-00;23.00;57;;;
13-apr-00;0.00;51;;;
13-apr-00;1.00;48;;;
13-apr-00;2.00;46;;;
13-apr-00;3.00;44;;;
13-apr-00;4.00;47;;;
13-apr-00;5.00;48;;;
13-apr-00;6.00;51;;;
13-apr-00;7.00;48;;;
13-apr-00;8.00;44;;;
13-apr-00;9.00;36;;;
13-apr-00;10.00;27;;;
13-apr-00;11.00;17;;;
13-apr-00;12.00;8;;;
13-apr-00;13.00;4;;;
13-apr-00;14.00;6;;;
13-apr-00;15.00;15;;;
13-apr-00;16.00;28;;;
13-apr-00;17.00;43;;;
13-apr-00;18.00;59;;;
13-apr-00;19.00;71;;;
13-apr-00;20.00;76;;;
13-apr-00;21.00;76;;;
13-apr-00;22.00;71;;;
13-apr-00;23.00;59;;;
14-apr-00;0.00;46;;;
14-apr-00;1.00;36;;;
14-apr-00;2.00;27;;;
14-apr-00;3.00;23;;;
14-apr-00;4.00;23;;;
14-apr-00;5.00;30;;;
14-apr-00;6.00;39;;;
14-apr-00;7.00;48;;;
14-apr-00;8.00;52;;;
14-apr-00;9.00;51;;;
14-apr-00;10.00;39;;;
14-apr-00;11.00;26;;;
14-apr-00;12.00;12;;;
14-apr-00;13.00;0;;;
14-apr-00;14.00;-5;;;
14-apr-00;15.00;0;;;
14-apr-00;16.00;14;;;
14-apr-00;17.00;35;;;
14-apr-00;18.00;52;;;
14-apr-00;19.00;70;;;
14-apr-00;20.00;80;;;
14-apr-00;21.00;86;;;
14-apr-00;22.00;81;;;
14-apr-00;23.00;68;;;
15-apr-00;0.00;48;;;
15-apr-00;1.00;31;;;
15-apr-00;2.00;19;;;
15-apr-00;3.00;11;;;
15-apr-00;4.00;11;;;
15-apr-00;5.00;23;;;
15-apr-00;6.00;39;;;
15-apr-00;7.00;52;;;
15-apr-00;8.00;63;;;
15-apr-00;9.00;67;;;
15-apr-00;10.00;62;;;
15-apr-00;11.00;46;;;
15-apr-00;12.00;31;;;
15-apr-00;13.00;14;;;
15-apr-00;14.00;1;;;
15-apr-00;15.00;-2;;;
15-apr-00;16.00;11;;;
15-apr-00;17.00;30;;;
15-apr-00;18.00;52;;;
15-apr-00;19.00;71;;;
15-apr-00;20.00;86;;;
15-apr-00;21.00;95;;;
15-apr-00;22.00;92;;;
15-apr-00;23.00;79;;;
16-apr-00;0.00;59;;;
16-apr-00;1.00;38;;;
16-apr-00;2.00;20;;;
16-apr-00;3.00;8;;;
16-apr-00;4.00;4;;;
16-apr-00;5.00;9;;;
16-apr-00;6.00;25;;;
16-apr-00;7.00;40;;;
16-apr-00;8.00;54;;;
16-apr-00;9.00;59;;;
16-apr-00;10.00;57;;;
16-apr-00;11.00;49;;;
16-apr-00;12.00;33;;;
16-apr-00;13.00;17;;;
16-apr-00;14.00;4;;;
16-apr-00;15.00;-1;;;
16-apr-00;16.00;1;;;
16-apr-00;17.00;16;;;
16-apr-00;18.00;36;;;
16-apr-00;19.00;55;;;
16-apr-00;20.00;72;;;
16-apr-00;21.00;80;;;
16-apr-00;22.00;83;;;
16-apr-00;23.00;73;;;
17-apr-00;0.00;55;;;
17-apr-00;1.00;32;;;
17-apr-00;2.00;14;;;
17-apr-00;3.00;-1;;;
17-apr-00;4.00;-8;;;
17-apr-00;5.00;-6;;;
17-apr-00;6.00;6;;;
17-apr-00;7.00;25;;;
17-apr-00;8.00;43;;;
17-apr-00;9.00;57;;;
17-apr-00;10.00;67;;;
17-apr-00;11.00;65;;;
17-apr-00;12.00;55;;;
17-apr-00;13.00;39;;;
17-apr-00;14.00;23;;;
17-apr-00;15.00;12;;;
17-apr-00;16.00;7;;;
17-apr-00;17.00;12;;;
17-apr-00;18.00;29;;;
17-apr-00;19.00;48;;;
17-apr-00;20.00;65;;;
17-apr-00;21.00;80;;;
17-apr-00;22.00;87;;;
17-apr-00;23.00;83;;;
18-apr-00;0.00;71;;;
18-apr-00;1.00;49;;;
18-apr-00;2.00;27;;;
18-apr-00;3.00;8;;;
18-apr-00;4.00;-6;;;
18-apr-00;5.00;-8;;;
18-apr-00;6.00;3;;;
18-apr-00;7.00;23;;;
18-apr-00;8.00;44;;;
18-apr-00;9.00;60;;;
18-apr-00;10.00;72;;;
18-apr-00;11.00;74;;;
18-apr-00;12.00;66;;;
18-apr-00;13.00;50;;;
18-apr-00;14.00;33;;;
18-apr-00;15.00;19;;;
18-apr-00;16.00;9;;;
18-apr-00;17.00;8;;;
18-apr-00;18.00;19;;;
18-apr-00;19.00;38;;;
18-apr-00;20.00;57;;;
18-apr-00;21.00;73;;;
18-apr-00;22.00;80;;;
18-apr-00;23.00;80;;;
19-apr-00;0.00;72;;;
19-apr-00;1.00;52;;;
19-apr-00;2.00;32;;;
19-apr-00;3.00;11;;;
19-apr-00;4.00;-4;;;
19-apr-00;5.00;-12;;;
19-apr-00;6.00;-9;;;
19-apr-00;7.00;8;;;
19-apr-00;8.00;27;;;
19-apr-00;9.00;44;;;
19-apr-00;10.00;59;;;
19-apr-00;11.00;65;;;
19-apr-00;12.00;62;;;
19-apr-00;13.00;51;;;
19-apr-00;14.00;35;;;
19-apr-00;15.00;20;;;
19-apr-00;16.00;9;;;
19-apr-00;17.00;7;;;
19-apr-00;18.00;14;;;
19-apr-00;19.00;27;;;
19-apr-00;20.00;46;;;
19-apr-00;21.00;63;;;
19-apr-00;22.00;76;;;
19-apr-00;23.00;84;;;
20-apr-00;0.00;81;;;
20-apr-00;1.00;68;;;
20-apr-00;2.00;48;;;
20-apr-00;3.00;27;;;
20-apr-00;4.00;7;;;
20-apr-00;5.00;-6;;;
20-apr-00;6.00;-10;;;
20-apr-00;7.00;-2;;;
20-apr-00;8.00;16;;;
20-apr-00;9.00;36;;;
20-apr-00;10.00;54;;;
20-apr-00;11.00;63;;;
20-apr-00;12.00;68;;;
20-apr-00;13.00;60;;;
20-apr-00;14.00;46;;;
20-apr-00;15.00;31;;;
20-apr-00;16.00;16;;;
20-apr-00;17.00;11;;;
20-apr-00;18.00;14;;;
20-apr-00;19.00;30;;;
20-apr-00;20.00;48;;;
20-apr-00;21.00;67;;;
20-apr-00;22.00;81;;;
20-apr-00;23.00;89;;;
21-apr-00;0.00;88;;;
21-apr-00;1.00;75;;;
21-apr-00;2.00;55;;;
21-apr-00;3.00;34;;;
21-apr-00;4.00;14;;;
21-apr-00;5.00;-2;;;
21-apr-00;6.00;-9;;;
21-apr-00;7.00;-7;;;
21-apr-00;8.00;8;;;
21-apr-00;9.00;25;;;
21-apr-00;10.00;43;;;
21-apr-00;11.00;54;;;
21-apr-00;12.00;59;;;
21-apr-00;13.00;56;;;
21-apr-00;14.00;48;;;
21-apr-00;15.00;35;;;
21-apr-00;16.00;23;;;
21-apr-00;17.00;19;;;
21-apr-00;18.00;20;;;
21-apr-00;19.00;31;;;
21-apr-00;20.00;46;;;
21-apr-00;21.00;60;;;
21-apr-00;22.00;75;;;
21-apr-00;23.00;80;;;
22-apr-00;0.00;80;;;
22-apr-00;1.00;72;;;
22-apr-00;2.00;55;;;
22-apr-00;3.00;36;;;
22-apr-00;4.00;16;;;
22-apr-00;5.00;0;;;
22-apr-00;6.00;-9;;;
22-apr-00;7.00;-10;;;
22-apr-00;8.00;-1;;;
22-apr-00;9.00;16;;;
22-apr-00;10.00;30;;;
22-apr-00;11.00;41;;;
22-apr-00;12.00;48;;;
22-apr-00;13.00;52;;;
22-apr-00;14.00;48;;;
22-apr-00;15.00;41;;;
22-apr-00;16.00;32;;;
22-apr-00;17.00;27;;;
22-apr-00;18.00;24;;;
22-apr-00;19.00;31;;;
22-apr-00;20.00;40;;;
22-apr-00;21.00;54;;;
22-apr-00;22.00;65;;;
22-apr-00;23.00;72;;;
23-apr-00;0.00;75;;;
23-apr-00;1.00;68;;;
23-apr-00;2.00;55;;;
23-apr-00;3.00;38;;;
23-apr-00;4.00;22;;;
23-apr-00;5.00;7;;;
23-apr-00;6.00;-4;;;
23-apr-00;7.00;-7;;;
23-apr-00;8.00;-2;;;
23-apr-00;9.00;8;;;
23-apr-00;10.00;21;;;
23-apr-00;11.00;32;;;
23-apr-00;12.00;43;;;
23-apr-00;13.00;48;;;
23-apr-00;14.00;48;;;
23-apr-00;15.00;48;;;
23-apr-00;16.00;43;;;
23-apr-00;17.00;39;;;
23-apr-00;18.00;36;;;
23-apr-00;19.00;39;;;
23-apr-00;20.00;44;;;
23-apr-00;21.00;52;;;
23-apr-00;22.00;60;;;
23-apr-00;23.00;68;;;
24-apr-00;0.00;70;;;
24-apr-00;1.00;68;;;
24-apr-00;2.00;60;;;
24-apr-00;3.00;47;;;
24-apr-00;4.00;32;;;
24-apr-00;5.00;17;;;
24-apr-00;6.00;3;;;
24-apr-00;7.00;-1;;;
24-apr-00;8.00;0;;;
24-apr-00;9.00;6;;;
24-apr-00;10.00;14;;;
24-apr-00;11.00;25;;;
24-apr-00;12.00;38;;;
24-apr-00;13.00;43;;;
24-apr-00;14.00;45;;;
24-apr-00;15.00;48;;;
24-apr-00;16.00;49;;;
24-apr-00;17.00;44;;;
24-apr-00;18.00;43;;;
24-apr-00;19.00;40;;;
24-apr-00;20.00;39;;;
24-apr-00;21.00;43;;;
24-apr-00;22.00;52;;;
24-apr-00;23.00;60;;;
25-apr-00;0.00;63;;;
25-apr-00;1.00;57;;;
25-apr-00;2.00;52;;;
25-apr-00;3.00;41;;;
25-apr-00;4.00;30;;;
25-apr-00;5.00;20;;;
25-apr-00;6.00;9;;;
25-apr-00;7.00;0;;;
25-apr-00;8.00;-1;;;
25-apr-00;9.00;3;;;
25-apr-00;10.00;8;;;
25-apr-00;11.00;11;;;
25-apr-00;12.00;19;;;
25-apr-00;13.00;28;;;
25-apr-00;14.00;36;;;
25-apr-00;15.00;39;;;
25-apr-00;16.00;43;;;
25-apr-00;17.00;43;;;
25-apr-00;18.00;40;;;
25-apr-00;19.00;39;;;
25-apr-00;20.00;38;;;
25-apr-00;21.00;38;;;
25-apr-00;22.00;39;;;
25-apr-00;23.00;41;;;
26-apr-00;0.00;43;;;
26-apr-00;1.00;43;;;
26-apr-00;2.00;41;;;
26-apr-00;3.00;36;;;
26-apr-00;4.00;27;;;
26-apr-00;5.00;20;;;
26-apr-00;6.00;14;;;
26-apr-00;7.00;8;;;
26-apr-00;8.00;4;;;
26-apr-00;9.00;1;;;
26-apr-00;10.00;4;;;
26-apr-00;11.00;8;;;
26-apr-00;12.00;12;;;
26-apr-00;13.00;16;;;
26-apr-00;14.00;23;;;
26-apr-00;15.00;28;;;
26-apr-00;16.00;33;;;
26-apr-00;17.00;39;;;
26-apr-00;18.00;43;;;
26-apr-00;19.00;43;;;
26-apr-00;20.00;43;;;
26-apr-00;21.00;43;;;
26-apr-00;22.00;39;;;
26-apr-00;23.00;35;;;
27-apr-00;0.00;30;;;
27-apr-00;1.00;27;;;
27-apr-00;2.00;25;;;
27-apr-00;3.00;24;;;
27-apr-00;4.00;24;;;
27-apr-00;5.00;24;;;
27-apr-00;6.00;20;;;
27-apr-00;7.00;17;;;
27-apr-00;8.00;12;;;
27-apr-00;9.00;7;;;
27-apr-00;10.00;3;;;
27-apr-00;11.00;-2;;;
27-apr-00;12.00;-4;;;
27-apr-00;13.00;-1;;;
27-apr-00;14.00;6;;;
27-apr-00;15.00;16;;;
27-apr-00;16.00;25;;;
27-apr-00;17.00;33;;;
27-apr-00;18.00;40;;;
27-apr-00;19.00;46;;;
27-apr-00;20.00;46;;;
27-apr-00;21.00;43;;;
27-apr-00;22.00;36;;;
27-apr-00;23.00;30;;;
28-apr-00;0.00;23;;;
28-apr-00;1.00;20;;;
28-apr-00;2.00;16;;;
28-apr-00;3.00;16;;;
28-apr-00;4.00;19;;;
28-apr-00;5.00;23;;;
28-apr-00;6.00;25;;;
28-apr-00;7.00;27;;;
28-apr-00;8.00;24;;;
28-apr-00;9.00;17;;;
28-apr-00;10.00;11;;;
28-apr-00;11.00;4;;;
28-apr-00;12.00;-1;;;
28-apr-00;13.00;-2;;;
28-apr-00;14.00;3;;;
28-apr-00;15.00;13;;;
28-apr-00;16.00;25;;;
28-apr-00;17.00;38;;;
28-apr-00;18.00;51;;;
28-apr-00;19.00;58;;;
28-apr-00;20.00;62;;;
28-apr-00;21.00;59;;;
28-apr-00;22.00;52;;;
28-apr-00;23.00;39;;;
29-apr-00;0.00;27;;;
29-apr-00;1.00;16;;;
29-apr-00;2.00;11;;;
29-apr-00;3.00;9;;;
29-apr-00;4.00;14;;;
29-apr-00;5.00;23;;;
29-apr-00;6.00;34;;;
29-apr-00;7.00;39;;;
29-apr-00;8.00;39;;;
29-apr-00;9.00;36;;;
29-apr-00;10.00;27;;;
29-apr-00;11.00;19;;;
29-apr-00;12.00;8;;;
29-apr-00;13.00;4;;;
29-apr-00;14.00;3;;;
29-apr-00;15.00;8;;;
29-apr-00;16.00;20;;;
29-apr-00;17.00;35;;;
29-apr-00;18.00;48;;;
29-apr-00;19.00;59;;;
29-apr-00;20.00;67;;;
29-apr-00;21.00;67;;;
29-apr-00;22.00;59;;;
29-apr-00;23.00;41;;;
30-apr-00;0.00;24;;;
30-apr-00;1.00;8;;;
30-apr-00;2.00;-1;;;
30-apr-00;3.00;-5;;;
30-apr-00;4.00;-1;;;
30-apr-00;5.00;11;;;
30-apr-00;6.00;24;;;
30-apr-00;7.00;36;;;
30-apr-00;8.00;43;;;
30-apr-00;9.00;44;;;
30-apr-00;10.00;39;;;
30-apr-00;11.00;27;;;
30-apr-00;12.00;14;;;
30-apr-00;13.00;1;;;
30-apr-00;14.00;-5;;;
30-apr-00;15.00;-5;;;
30-apr-00;16.00;3;;;
