Data;Ora solare;Livello P.Salute Canal Grande (cm)
12/01/2010;14.00;18
12/01/2010;15.00;4
12/01/2010;16.00;-4
12/01/2010;17.00;-3
12/01/2010;18.00;7
12/01/2010;19.00;23
12/01/2010;20.00;39
12/01/2010;21.00;53
12/01/2010;22.00;63
12/01/2010;23.00;68
13/01/2010;0.00;67
13/01/2010;1.00;60
13/01/2010;2.00;51
13/01/2010;3.00;47
13/01/2010;4.00;50
13/01/2010;5.00;60
13/01/2010;6.00;72
13/01/2010;7.00;83
13/01/2010;8.00;92
13/01/2010;9.00;95
13/01/2010;10.00;91
13/01/2010;11.00;76
13/01/2010;12.00;58
13/01/2010;13.00;38
13/01/2010;14.00;20
13/01/2010;15.00;3
13/01/2010;16.00;-8
13/01/2010;17.00;-11
13/01/2010;18.00;0
13/01/2010;19.00;19
13/01/2010;20.00;38
13/01/2010;21.00;54
13/01/2010;22.00;66
13/01/2010;23.00;74
14/01/2010;0.00;76
14/01/2010;1.00;72
14/01/2010;2.00;64
14/01/2010;3.00;56
14/01/2010;4.00;52
14/01/2010;5.00;54
14/01/2010;6.00;63
14/01/2010;7.00;77
14/01/2010;8.00;87
14/01/2010;9.00;94
14/01/2010;10.00;95
14/01/2010;11.00;87
14/01/2010;12.00;70
14/01/2010;13.00;49
14/01/2010;14.00;29
14/01/2010;15.00;11
14/01/2010;16.00;-2
14/01/2010;17.00;-8
14/01/2010;18.00;0
14/01/2010;19.00;16
14/01/2010;20.00;36
14/01/2010;21.00;53
14/01/2010;22.00;68
14/01/2010;23.00;76
15/01/2010;0.00;79
15/01/2010;1.00;73
15/01/2010;2.00;62
15/01/2010;3.00;52
15/01/2010;4.00;44
15/01/2010;5.00;43
15/01/2010;6.00;49
15/01/2010;7.00;60
15/01/2010;8.00;72
15/01/2010;9.00;79
15/01/2010;10.00;83
15/01/2010;11.00;79
15/01/2010;12.00;66
15/01/2010;13.00;49
15/01/2010;14.00;31
15/01/2010;15.00;13
15/01/2010;16.00;-1
15/01/2010;17.00;-9
15/01/2010;18.00;-8
15/01/2010;19.00;5
15/01/2010;20.00;24
15/01/2010;21.00;41
15/01/2010;22.00;57
15/01/2010;23.00;70
16/01/2010;0.00;78
16/01/2010;1.00;78
16/01/2010;2.00;69
16/01/2010;3.00;57
16/01/2010;4.00;46
16/01/2010;5.00;38
16/01/2010;6.00;37
16/01/2010;7.00;42
16/01/2010;8.00;54
16/01/2010;9.00;66
16/01/2010;10.00;76
16/01/2010;11.00;80
16/01/2010;12.00;76
16/01/2010;13.00;61
16/01/2010;14.00;43
16/01/2010;15.00;22
16/01/2010;16.00;4
16/01/2010;17.00;-9
16/01/2010;18.00;-14
16/01/2010;19.00;-6
16/01/2010;20.00;10
16/01/2010;21.00;31
16/01/2010;22.00;48
16/01/2010;23.00;61
17/01/2010;0.00;71
17/01/2010;1.00;75
17/01/2010;2.00;68
17/01/2010;3.00;56
17/01/2010;4.00;45
17/01/2010;5.00;33
17/01/2010;6.00;27
17/01/2010;7.00;30
17/01/2010;8.00;43
17/01/2010;9.00;57
17/01/2010;10.00;70
17/01/2010;11.00;78
17/01/2010;12.00;78
17/01/2010;13.00;65
17/01/2010;14.00;48
17/01/2010;15.00;28
17/01/2010;16.00;9
17/01/2010;17.00;-7
17/01/2010;18.00;-14
17/01/2010;19.00;-11
17/01/2010;20.00;5
17/01/2010;21.00;24
17/01/2010;22.00;42
17/01/2010;23.00;57
18/01/2010;0.00;68
18/01/2010;1.00;72
18/01/2010;2.00;67
18/01/2010;3.00;52
18/01/2010;4.00;38
18/01/2010;5.00;25
18/01/2010;6.00;17
18/01/2010;7.00;18
18/01/2010;8.00;28
18/01/2010;9.00;41
18/01/2010;10.00;54
18/01/2010;11.00;62
18/01/2010;12.00;61
18/01/2010;13.00;51
18/01/2010;14.00;34
18/01/2010;15.00;16
18/01/2010;16.00;-3
18/01/2010;17.00;-18
18/01/2010;18.00;-24
18/01/2010;19.00;-22
18/01/2010;20.00;-8
18/01/2010;21.00;12
18/01/2010;22.00;30
18/01/2010;23.00;44
19/01/2010;0.00;55
19/01/2010;1.00;62
19/01/2010;2.00;61
19/01/2010;3.00;50
19/01/2010;4.00;36
19/01/2010;5.00;23
19/01/2010;6.00;12
19/01/2010;7.00;9
19/01/2010;8.00;15
19/01/2010;9.00;26
19/01/2010;10.00;40
19/01/2010;11.00;49
19/01/2010;12.00;55
19/01/2010;13.00;51
19/01/2010;14.00;37
19/01/2010;15.00;21
19/01/2010;16.00;3
19/01/2010;17.00;-10
19/01/2010;18.00;-17
19/01/2010;19.00;-17
19/01/2010;20.00;-5
19/01/2010;21.00;11
19/01/2010;22.00;28
19/01/2010;23.00;44
20/01/2010;0.00;56
20/01/2010;1.00;64
20/01/2010;2.00;65
20/01/2010;3.00;58
20/01/2010;4.00;45
20/01/2010;5.00;32
20/01/2010;6.00;22
20/01/2010;7.00;16
20/01/2010;8.00;16
20/01/2010;9.00;23
20/01/2010;10.00;35
20/01/2010;11.00;44
20/01/2010;12.00;48
20/01/2010;13.00;48
20/01/2010;14.00;40
20/01/2010;15.00;26
20/01/2010;16.00;12
20/01/2010;17.00;0
20/01/2010;18.00;-9
20/01/2010;19.00;-10
20/01/2010;20.00;-2
20/01/2010;21.00;12
20/01/2010;22.00;29
20/01/2010;23.00;44
21/01/2010;0.00;55
21/01/2010;1.00;64
21/01/2010;2.00;69
21/01/2010;3.00;66
21/01/2010;4.00;57
21/01/2010;5.00;44
21/01/2010;6.00;32
21/01/2010;7.00;22
21/01/2010;8.00;16
21/01/2010;9.00;16
21/01/2010;10.00;23
21/01/2010;11.00;33
21/01/2010;12.00;42
21/01/2010;13.00;45
21/01/2010;14.00;43
21/01/2010;15.00;33
21/01/2010;16.00;20
21/01/2010;17.00;8
21/01/2010;18.00;-1
21/01/2010;19.00;-3
21/01/2010;20.00;1
21/01/2010;21.00;12
21/01/2010;22.00;27
21/01/2010;23.00;40
22/01/2010;0.00;51
22/01/2010;1.00;59
22/01/2010;2.00;62
22/01/2010;3.00;59
22/01/2010;4.00;52
22/01/2010;5.00;40
22/01/2010;6.00;30
22/01/2010;7.00;20
22/01/2010;8.00;12
22/01/2010;9.00;9
22/01/2010;10.00;11
22/01/2010;11.00;16
22/01/2010;12.00;23
22/01/2010;13.00;27
22/01/2010;14.00;27
22/01/2010;15.00;22
22/01/2010;16.00;15
22/01/2010;17.00;7
22/01/2010;18.00;2
22/01/2010;19.00;1
22/01/2010;20.00;5
22/01/2010;21.00;13
22/01/2010;22.00;25
22/01/2010;23.00;35
23/01/2010;0.00;45
23/01/2010;1.00;52
23/01/2010;2.00;55
23/01/2010;3.00;57
23/01/2010;4.00;55
23/01/2010;5.00;49
23/01/2010;6.00;41
23/01/2010;7.00;32
23/01/2010;8.00;24
23/01/2010;9.00;17
23/01/2010;10.00;12
23/01/2010;11.00;8
23/01/2010;12.00;7
23/01/2010;13.00;8
23/01/2010;14.00;10
23/01/2010;15.00;13
23/01/2010;16.00;15
23/01/2010;17.00;16
23/01/2010;18.00;16
23/01/2010;19.00;15
23/01/2010;20.00;16
23/01/2010;21.00;19
23/01/2010;22.00;23
23/01/2010;23.00;31
24/01/2010;0.00;37
24/01/2010;1.00;45
24/01/2010;2.00;51
24/01/2010;3.00;56
24/01/2010;4.00;58
24/01/2010;5.00;56
24/01/2010;6.00;50
24/01/2010;7.00;42
24/01/2010;8.00;31
24/01/2010;9.00;19
24/01/2010;10.00;10
24/01/2010;11.00;0
24/01/2010;12.00;-5
24/01/2010;13.00;-6
24/01/2010;14.00;-2
24/01/2010;15.00;4
24/01/2010;16.00;10
24/01/2010;17.00;15
24/01/2010;18.00;19
24/01/2010;19.00;22
24/01/2010;20.00;23
24/01/2010;21.00;24
24/01/2010;22.00;26
24/01/2010;23.00;28
25/01/2010;0.00;32
25/01/2010;1.00;38
25/01/2010;2.00;44
25/01/2010;3.00;50
25/01/2010;4.00;54
25/01/2010;5.00;55
25/01/2010;6.00;55
25/01/2010;7.00;48
25/01/2010;8.00;39
25/01/2010;9.00;27
25/01/2010;10.00;15
25/01/2010;11.00;4
25/01/2010;12.00;-3
25/01/2010;13.00;-8
25/01/2010;14.00;-10
25/01/2010;15.00;-7
25/01/2010;16.00;2
25/01/2010;17.00;12
25/01/2010;18.00;22
25/01/2010;19.00;30
25/01/2010;20.00;35
25/01/2010;21.00;37
25/01/2010;22.00;35
25/01/2010;23.00;32
26/01/2010;0.00;30
26/01/2010;1.00;30
26/01/2010;2.00;33
26/01/2010;3.00;37
26/01/2010;4.00;44
26/01/2010;5.00;48
26/01/2010;6.00;50
26/01/2010;7.00;51
26/01/2010;8.00;47
26/01/2010;9.00;39
26/01/2010;10.00;28
26/01/2010;11.00;15
26/01/2010;12.00;1
26/01/2010;13.00;-11
26/01/2010;14.00;-18
26/01/2010;15.00;-19
26/01/2010;16.00;-11
26/01/2010;17.00;3
26/01/2010;18.00;18
26/01/2010;19.00;32
26/01/2010;20.00;43
26/01/2010;21.00;52
26/01/2010;22.00;56
26/01/2010;23.00;54
27/01/2010;0.00;47
27/01/2010;1.00;41
27/01/2010;2.00;36
27/01/2010;3.00;32
27/01/2010;4.00;36
27/01/2010;5.00;43
27/01/2010;6.00;49
27/01/2010;7.00;55
27/01/2010;8.00;58
27/01/2010;9.00;55
27/01/2010;10.00;45
27/01/2010;11.00;32
27/01/2010;12.00;13
27/01/2010;13.00;-6
27/01/2010;14.00;-23
27/01/2010;15.00;-35
27/01/2010;16.00;-38
27/01/2010;17.00;-30
27/01/2010;18.00;-10
27/01/2010;19.00;10
27/01/2010;20.00;26
27/01/2010;21.00;37
27/01/2010;22.00;43
27/01/2010;23.00;41
28/01/2010;0.00;34
28/01/2010;1.00;22
28/01/2010;2.00;14
28/01/2010;3.00;11
28/01/2010;4.00;13
28/01/2010;5.00;24
28/01/2010;6.00;39
28/01/2010;7.00;52
28/01/2010;8.00;63
28/01/2010;9.00;69
28/01/2010;10.00;67
28/01/2010;11.00;55
28/01/2010;12.00;36
28/01/2010;13.00;16
28/01/2010;14.00;-4
28/01/2010;15.00;-23
28/01/2010;16.00;-32
28/01/2010;17.00;-29
28/01/2010;18.00;-15
28/01/2010;19.00;6
28/01/2010;20.00;27
28/01/2010;21.00;43
28/01/2010;22.00;52
28/01/2010;23.00;56
29/01/2010;0.00;52
29/01/2010;1.00;38
29/01/2010;2.00;24
29/01/2010;3.00;15
29/01/2010;4.00;11
29/01/2010;5.00;15
29/01/2010;6.00;28
29/01/2010;7.00;45
29/01/2010;8.00;59
29/01/2010;9.00;70
29/01/2010;10.00;75
29/01/2010;11.00;69
29/01/2010;12.00;52
29/01/2010;13.00;32
29/01/2010;14.00;10
29/01/2010;15.00;-10
29/01/2010;16.00;-25
29/01/2010;17.00;-31
29/01/2010;18.00;-22
29/01/2010;19.00;-1
29/01/2010;20.00;23
29/01/2010;21.00;43
29/01/2010;22.00;59
29/01/2010;23.00;68
30/01/2010;0.00;70
30/01/2010;1.00;62
30/01/2010;2.00;48
30/01/2010;3.00;35
30/01/2010;4.00;28
30/01/2010;5.00;27
30/01/2010;6.00;36
30/01/2010;7.00;51
30/01/2010;8.00;66
30/01/2010;9.00;78
30/01/2010;10.00;86
30/01/2010;11.00;86
30/01/2010;12.00;73
30/01/2010;13.00;53
30/01/2010;14.00;30
30/01/2010;15.00;6
30/01/2010;16.00;-14
30/01/2010;17.00;-30
30/01/2010;18.00;-32
30/01/2010;19.00;-17
30/01/2010;20.00;7
30/01/2010;21.00;33
30/01/2010;22.00;54
30/01/2010;23.00;70
31/01/2010;0.00;79
31/01/2010;1.00;81
31/01/2010;2.00;72
31/01/2010;3.00;58
31/01/2010;4.00;42
31/01/2010;5.00;31
31/01/2010;6.00;26
31/01/2010;7.00;36
31/01/2010;8.00;51
31/01/2010;9.00;64
31/01/2010;10.00;73
31/01/2010;11.00;80
31/01/2010;12.00;80
31/01/2010;13.00;66
31/01/2010;14.00;44
31/01/2010;15.00;22
31/01/2010;16.00;-2
31/01/2010;17.00;-20
31/01/2010;18.00;-25
31/01/2010;19.00;-16
31/01/2010;20.00;7
31/01/2010;21.00;33
31/01/2010;22.00;55
31/01/2010;23.00;73
01/02/2010;0.00;83
01/02/2010;1.00;84
01/02/2010;2.00;73
01/02/2010;3.00;53
01/02/2010;4.00;34
01/02/2010;5.00;18
01/02/2010;6.00;7
01/02/2010;7.00;3
01/02/2010;8.00;12
01/02/2010;9.00;28
01/02/2010;10.00;42
01/02/2010;11.00;53
01/02/2010;12.00;56
01/02/2010;13.00;52
01/02/2010;14.00;37
01/02/2010;15.00;18
01/02/2010;16.00;0
01/02/2010;17.00;-16
01/02/2010;18.00;-22
01/02/2010;19.00;-17
01/02/2010;20.00;0
01/02/2010;21.00;21
01/02/2010;22.00;42
01/02/2010;23.00;59
02/02/2010;0.00;71
02/02/2010;1.00;77
02/02/2010;2.00;72
02/02/2010;3.00;54
02/02/2010;4.00;35
02/02/2010;5.00;16
02/02/2010;6.00;1
02/02/2010;7.00;-8
02/02/2010;8.00;-6
02/02/2010;9.00;7
02/02/2010;10.00;25
02/02/2010;11.00;39
02/02/2010;12.00;46
02/02/2010;13.00;48
02/02/2010;14.00;40
02/02/2010;15.00;25
02/02/2010;16.00;7
02/02/2010;17.00;-9
02/02/2010;18.00;-19
02/02/2010;19.00;-21
02/02/2010;20.00;-12
02/02/2010;21.00;7
02/02/2010;22.00;30
02/02/2010;23.00;50
03/02/2010;0.00;65
03/02/2010;1.00;74
03/02/2010;2.00;75
03/02/2010;3.00;62
03/02/2010;4.00;42
03/02/2010;5.00;24
03/02/2010;6.00;9
03/02/2010;7.00;-2
03/02/2010;8.00;-3
03/02/2010;9.00;6
03/02/2010;10.00;18
03/02/2010;11.00;31
03/02/2010;12.00;40
03/02/2010;13.00;44
03/02/2010;14.00;41
03/02/2010;15.00;31
03/02/2010;16.00;17
03/02/2010;17.00;4
03/02/2010;18.00;-6
03/02/2010;19.00;-8
03/02/2010;20.00;-2
03/02/2010;21.00;12
03/02/2010;22.00;28
03/02/2010;23.00;43
04/02/2010;0.00;56
04/02/2010;1.00;66
04/02/2010;2.00;68
04/02/2010;3.00;61
04/02/2010;4.00;47
04/02/2010;5.00;30
04/02/2010;6.00;14
04/02/2010;7.00;2
04/02/2010;8.00;-6
04/02/2010;9.00;-6
04/02/2010;10.00;3
04/02/2010;11.00;13
04/02/2010;12.00;21
04/02/2010;13.00;25
04/02/2010;14.00;24
04/02/2010;15.00;17
04/02/2010;16.00;9
04/02/2010;17.00;1
04/02/2010;18.00;-3
04/02/2010;19.00;-1
04/02/2010;20.00;6
04/02/2010;21.00;16
04/02/2010;22.00;27
04/02/2010;23.00;38
05/02/2010;0.00;46
05/02/2010;1.00;53
05/02/2010;2.00;55
05/02/2010;3.00;53
05/02/2010;4.00;44
05/02/2010;5.00;33
05/02/2010;6.00;23
05/02/2010;7.00;12
05/02/2010;8.00;2
05/02/2010;9.00;-1
05/02/2010;10.00;2
05/02/2010;11.00;8
05/02/2010;12.00;16
05/02/2010;13.00;24
05/02/2010;14.00;31
05/02/2010;15.00;34
05/02/2010;16.00;37
05/02/2010;17.00;39
05/02/2010;18.00;43
05/02/2010;19.00;45
05/02/2010;20.00;53
05/02/2010;21.00;61
05/02/2010;22.00;69
05/02/2010;23.00;74
06/02/2010;0.00;77
06/02/2010;1.00;83
06/02/2010;2.00;84
06/02/2010;3.00;80
06/02/2010;4.00;76
06/02/2010;5.00;65
06/02/2010;6.00;55
06/02/2010;7.00;43
06/02/2010;8.00;32
06/02/2010;9.00;29
06/02/2010;10.00;25
06/02/2010;11.00;22
06/02/2010;12.00;26
06/02/2010;13.00;27
06/02/2010;14.00;22
06/02/2010;15.00;20
06/02/2010;16.00;19
06/02/2010;17.00;22
06/02/2010;18.00;24
06/02/2010;19.00;32
06/02/2010;20.00;46
06/02/2010;21.00;52
06/02/2010;22.00;57
06/02/2010;23.00;61
07/02/2010;0.00;63
07/02/2010;1.00;60
07/02/2010;2.00;58
07/02/2010;3.00;54
07/02/2010;4.00;51
07/02/2010;5.00;47
07/02/2010;6.00;43
07/02/2010;7.00;39
07/02/2010;8.00;32
07/02/2010;9.00;23
07/02/2010;10.00;16
07/02/2010;11.00;9
07/02/2010;12.00;3
07/02/2010;13.00;1
07/02/2010;14.00;0
07/02/2010;15.00;3
07/02/2010;16.00;13
07/02/2010;17.00;28
07/02/2010;18.00;38
07/02/2010;19.00;49
07/02/2010;20.00;58
07/02/2010;21.00;61
07/02/2010;22.00;58
07/02/2010;23.00;52
08/02/2010;0.00;45
08/02/2010;1.00;39
08/02/2010;2.00;35
08/02/2010;3.00;36
08/02/2010;4.00;39
08/02/2010;5.00;43
08/02/2010;6.00;48
08/02/2010;7.00;49
08/02/2010;8.00;47
08/02/2010;9.00;40
08/02/2010;10.00;29
08/02/2010;11.00;18
08/02/2010;12.00;7
08/02/2010;13.00;-1
08/02/2010;14.00;-3
08/02/2010;15.00;3
08/02/2010;16.00;12
08/02/2010;17.00;23
08/02/2010;18.00;34
08/02/2010;19.00;44
08/02/2010;20.00;52
08/02/2010;21.00;55
08/02/2010;22.00;54
08/02/2010;23.00;47
09/02/2010;0.00;39
09/02/2010;1.00;33
09/02/2010;2.00;31
09/02/2010;3.00;34
09/02/2010;4.00;41
09/02/2010;5.00;48
09/02/2010;6.00;54
09/02/2010;7.00;56
09/02/2010;8.00;55
09/02/2010;9.00;49
09/02/2010;10.00;40
09/02/2010;11.00;32
09/02/2010;12.00;22
09/02/2010;13.00;13
09/02/2010;14.00;6
09/02/2010;15.00;4
09/02/2010;16.00;6
09/02/2010;17.00;15
09/02/2010;18.00;27
09/02/2010;19.00;39
09/02/2010;20.00;50
09/02/2010;21.00;57
09/02/2010;22.00;61
09/02/2010;23.00;59
10/02/2010;0.00;53
10/02/2010;1.00;45
10/02/2010;2.00;40
10/02/2010;3.00;39
10/02/2010;4.00;44
10/02/2010;5.00;54
10/02/2010;6.00;67
10/02/2010;7.00;74
10/02/2010;8.00;80
10/02/2010;9.00;82
10/02/2010;10.00;77
10/02/2010;11.00;68
10/02/2010;12.00;57
10/02/2010;13.00;47
10/02/2010;14.00;36
10/02/2010;15.00;30
10/02/2010;16.00;31
10/02/2010;17.00;38
10/02/2010;18.00;49
10/02/2010;19.00;60
10/02/2010;20.00;71
10/02/2010;21.00;81
10/02/2010;22.00;87
10/02/2010;23.00;87
11/02/2010;0.00;79
11/02/2010;1.00;66
11/02/2010;2.00;56
11/02/2010;3.00;48
11/02/2010;4.00;45
11/02/2010;5.00;49
11/02/2010;6.00;60
11/02/2010;7.00;72
11/02/2010;8.00;83
11/02/2010;9.00;91
11/02/2010;10.00;94
11/02/2010;11.00;87
11/02/2010;12.00;75
11/02/2010;13.00;59
11/02/2010;14.00;43
11/02/2010;15.00;29
11/02/2010;16.00;20
11/02/2010;17.00;16
11/02/2010;18.00;23
11/02/2010;19.00;37
11/02/2010;20.00;52
11/02/2010;21.00;65
11/02/2010;22.00;74
11/02/2010;23.00;75
12/02/2010;0.00;71
12/02/2010;1.00;59
12/02/2010;2.00;46
12/02/2010;3.00;37
12/02/2010;4.00;33
12/02/2010;5.00;40
12/02/2010;6.00;56
12/02/2010;7.00;72
12/02/2010;8.00;85
12/02/2010;9.00;96
12/02/2010;10.00;100
12/02/2010;11.00;94
12/02/2010;12.00;80
12/02/2010;13.00;63
12/02/2010;14.00;46
12/02/2010;15.00;30
12/02/2010;16.00;18
12/02/2010;17.00;13
12/02/2010;18.00;19
12/02/2010;19.00;35
12/02/2010;20.00;53
12/02/2010;21.00;68
12/02/2010;22.00;79
12/02/2010;23.00;85
13/02/2010;0.00;82
13/02/2010;1.00;70
13/02/2010;2.00;56
13/02/2010;3.00;43
13/02/2010;4.00;35
13/02/2010;5.00;35
13/02/2010;6.00;49
13/02/2010;7.00;63
13/02/2010;8.00;76
13/02/2010;9.00;87
13/02/2010;10.00;94
13/02/2010;11.00;94
13/02/2010;12.00;81
13/02/2010;13.00;63
13/02/2010;14.00;43
13/02/2010;15.00;23
13/02/2010;16.00;7
13/02/2010;17.00;-4
13/02/2010;18.00;-3
13/02/2010;19.00;11
13/02/2010;20.00;32
13/02/2010;21.00;49
13/02/2010;22.00;65
13/02/2010;23.00;75
14/02/2010;0.00;77
14/02/2010;1.00;70
14/02/2010;2.00;58
14/02/2010;3.00;45
14/02/2010;4.00;34
14/02/2010;5.00;31
14/02/2010;6.00;32
14/02/2010;7.00;44
14/02/2010;8.00;60
14/02/2010;9.00;74
