Data;Ora solare;Livello Punta Salute (cm);
15-ott-88;14.00;39;
15-ott-88;15.00;23;
15-ott-88;16.00;6;
15-ott-88;17.00;-8;
15-ott-88;18.00;-18;
15-ott-88;19.00;-23;
15-ott-88;20.00;-16;
15-ott-88;21.00;-4;
15-ott-88;22.00;8;
15-ott-88;23.00;19;
16-ott-88;0.00;25;
16-ott-88;1.00;27;
16-ott-88;2.00;27;
16-ott-88;3.00;24;
16-ott-88;4.00;20;
16-ott-88;5.00;16;
16-ott-88;6.00;15;
16-ott-88;7.00;19;
16-ott-88;8.00;25;
16-ott-88;9.00;35;
16-ott-88;10.00;44;
16-ott-88;11.00;52;
16-ott-88;12.00;54;
16-ott-88;13.00;52;
16-ott-88;14.00;43;
16-ott-88;15.00;30;
16-ott-88;16.00;15;
16-ott-88;17.00;3;
16-ott-88;18.00;-5;
16-ott-88;19.00;-10;
16-ott-88;20.00;-10;
16-ott-88;21.00;-5;
16-ott-88;22.00;0;
16-ott-88;23.00;8;
17-ott-88;0.00;15;
17-ott-88;1.00;21;
17-ott-88;2.00;24;
17-ott-88;3.00;27;
17-ott-88;4.00;27;
17-ott-88;5.00;25;
17-ott-88;6.00;23;
17-ott-88;7.00;23;
17-ott-88;8.00;29;
17-ott-88;9.00;36;
17-ott-88;10.00;39;
17-ott-88;11.00;43;
17-ott-88;12.00;45;
17-ott-88;13.00;44;
17-ott-88;14.00;40;
17-ott-88;15.00;33;
17-ott-88;16.00;24;
17-ott-88;17.00;16;
17-ott-88;18.00;6;
17-ott-88;19.00;-1;
17-ott-88;20.00;-7;
17-ott-88;21.00;-8;
17-ott-88;22.00;-6;
17-ott-88;23.00;-2;
18-ott-88;0.00;4;
18-ott-88;1.00;11;
18-ott-88;2.00;16;
18-ott-88;3.00;23;
18-ott-88;4.00;28;
18-ott-88;5.00;35;
18-ott-88;6.00;38;
18-ott-88;7.00;39;
18-ott-88;8.00;38;
18-ott-88;9.00;38;
18-ott-88;10.00;38;
18-ott-88;11.00;39;
18-ott-88;12.00;39;
18-ott-88;13.00;39;
18-ott-88;14.00;39;
18-ott-88;15.00;33;
18-ott-88;16.00;30;
18-ott-88;17.00;25;
18-ott-88;18.00;20;
18-ott-88;19.00;16;
18-ott-88;20.00;14;
18-ott-88;21.00;9;
18-ott-88;22.00;4;
18-ott-88;23.00;3;
19-ott-88;0.00;1;
19-ott-88;1.00;4;
19-ott-88;2.00;11;
19-ott-88;3.00;22;
19-ott-88;4.00;31;
19-ott-88;5.00;40;
19-ott-88;6.00;48;
19-ott-88;7.00;54;
19-ott-88;8.00;55;
19-ott-88;9.00;52;
19-ott-88;10.00;48;
19-ott-88;11.00;40;
19-ott-88;12.00;35;
19-ott-88;13.00;30;
19-ott-88;14.00;27;
19-ott-88;15.00;30;
19-ott-88;16.00;36;
19-ott-88;17.00;41;
19-ott-88;18.00;44;
19-ott-88;19.00;44;
19-ott-88;20.00;40;
19-ott-88;21.00;33;
19-ott-88;22.00;22;
19-ott-88;23.00;13;
20-ott-88;0.00;7;
20-ott-88;1.00;4;
20-ott-88;2.00;9;
20-ott-88;3.00;20;
20-ott-88;4.00;31;
20-ott-88;5.00;44;
20-ott-88;6.00;57;
20-ott-88;7.00;68;
20-ott-88;8.00;72;
20-ott-88;9.00;72;
20-ott-88;10.00;63;
20-ott-88;11.00;48;
20-ott-88;12.00;35;
20-ott-88;13.00;24;
20-ott-88;14.00;20;
20-ott-88;15.00;21;
20-ott-88;16.00;31;
20-ott-88;17.00;43;
20-ott-88;18.00;52;
20-ott-88;19.00;55;
20-ott-88;20.00;55;
20-ott-88;21.00;46;
20-ott-88;22.00;31;
20-ott-88;23.00;14;
21-ott-88;0.00;-1;
21-ott-88;1.00;-8;
21-ott-88;2.00;-12;
21-ott-88;3.00;-1;
21-ott-88;4.00;15;
21-ott-88;5.00;33;
21-ott-88;6.00;52;
21-ott-88;7.00;66;
21-ott-88;8.00;75;
21-ott-88;9.00;75;
21-ott-88;10.00;68;
21-ott-88;11.00;52;
21-ott-88;12.00;37;
21-ott-88;13.00;23;
21-ott-88;14.00;14;
21-ott-88;15.00;12;
21-ott-88;16.00;20;
21-ott-88;17.00;33;
21-ott-88;18.00;47;
21-ott-88;19.00;59;
21-ott-88;20.00;63;
21-ott-88;21.00;56;
21-ott-88;22.00;43;
21-ott-88;23.00;28;
22-ott-88;0.00;11;
22-ott-88;1.00;-2;
22-ott-88;2.00;-8;
22-ott-88;3.00;-5;
22-ott-88;4.00;6;
22-ott-88;5.00;23;
22-ott-88;6.00;43;
22-ott-88;7.00;59;
22-ott-88;8.00;72;
22-ott-88;9.00;76;
22-ott-88;10.00;72;
22-ott-88;11.00;56;
22-ott-88;12.00;38;
22-ott-88;13.00;20;
22-ott-88;14.00;6;
22-ott-88;15.00;-1;
22-ott-88;16.00;0;
22-ott-88;17.00;15;
22-ott-88;18.00;32;
22-ott-88;19.00;48;
22-ott-88;20.00;55;
22-ott-88;21.00;59;
22-ott-88;22.00;52;
22-ott-88;23.00;39;
23-ott-88;0.00;22;
23-ott-88;1.00;4;
23-ott-88;2.00;-8;
23-ott-88;3.00;-12;
23-ott-88;4.00;-2;
23-ott-88;5.00;15;
23-ott-88;6.00;36;
23-ott-88;7.00;55;
23-ott-88;8.00;71;
23-ott-88;9.00;79;
23-ott-88;10.00;79;
23-ott-88;11.00;65;
23-ott-88;12.00;46;
23-ott-88;13.00;23;
23-ott-88;14.00;3;
23-ott-88;15.00;-12;
23-ott-88;16.00;-18;
23-ott-88;17.00;-10;
23-ott-88;18.00;8;
23-ott-88;19.00;30;
23-ott-88;20.00;46;
23-ott-88;21.00;57;
23-ott-88;22.00;60;
23-ott-88;23.00;51;
24-ott-88;0.00;36;
24-ott-88;1.00;17;
24-ott-88;2.00;0;
24-ott-88;3.00;-8;
24-ott-88;4.00;-8;
24-ott-88;5.00;6;
24-ott-88;6.00;26;
24-ott-88;7.00;48;
24-ott-88;8.00;67;
24-ott-88;9.00;80;
24-ott-88;10.00;84;
24-ott-88;11.00;75;
24-ott-88;12.00;55;
24-ott-88;13.00;31;
24-ott-88;14.00;8;
24-ott-88;15.00;-14;
24-ott-88;16.00;-28;
24-ott-88;17.00;-28;
24-ott-88;18.00;-13;
24-ott-88;19.00;8;
24-ott-88;20.00;31;
24-ott-88;21.00;48;
24-ott-88;22.00;57;
24-ott-88;23.00;55;
25-ott-88;0.00;41;
25-ott-88;1.00;24;
25-ott-88;2.00;4;
25-ott-88;3.00;-9;
25-ott-88;4.00;-13;
25-ott-88;5.00;-5;
25-ott-88;6.00;14;
25-ott-88;7.00;36;
25-ott-88;8.00;55;
25-ott-88;9.00;72;
25-ott-88;10.00;79;
25-ott-88;11.00;75;
25-ott-88;12.00;57;
25-ott-88;13.00;36;
25-ott-88;14.00;12;
25-ott-88;15.00;-10;
25-ott-88;16.00;-28;
25-ott-88;17.00;-33;
25-ott-88;18.00;-26;
25-ott-88;19.00;-7;
25-ott-88;20.00;16;
25-ott-88;21.00;36;
25-ott-88;22.00;48;
25-ott-88;23.00;54;
26-ott-88;0.00;47;
26-ott-88;1.00;33;
26-ott-88;2.00;17;
26-ott-88;3.00;4;
26-ott-88;4.00;-1;
26-ott-88;5.00;1;
26-ott-88;6.00;15;
26-ott-88;7.00;31;
26-ott-88;8.00;52;
26-ott-88;9.00;68;
26-ott-88;10.00;76;
26-ott-88;11.00;79;
26-ott-88;12.00;69;
26-ott-88;13.00;48;
26-ott-88;14.00;25;
26-ott-88;15.00;1;
26-ott-88;16.00;-19;
26-ott-88;17.00;-33;
26-ott-88;18.00;-36;
26-ott-88;19.00;-23;
26-ott-88;20.00;-5;
26-ott-88;21.00;16;
26-ott-88;22.00;31;
26-ott-88;23.00;39;
27-ott-88;0.00;41;
27-ott-88;1.00;36;
27-ott-88;2.00;24;
27-ott-88;3.00;12;
27-ott-88;4.00;4;
27-ott-88;5.00;4;
27-ott-88;6.00;12;
27-ott-88;7.00;27;
27-ott-88;8.00;43;
27-ott-88;9.00;57;
27-ott-88;10.00;68;
27-ott-88;11.00;72;
27-ott-88;12.00;64;
27-ott-88;13.00;48;
27-ott-88;14.00;31;
27-ott-88;15.00;9;
27-ott-88;16.00;-10;
27-ott-88;17.00;-26;
27-ott-88;18.00;-33;
27-ott-88;19.00;-31;
27-ott-88;20.00;-16;
27-ott-88;21.00;2;
27-ott-88;22.00;22;
27-ott-88;23.00;35;
28-ott-88;0.00;43;
28-ott-88;1.00;44;
28-ott-88;2.00;39;
28-ott-88;3.00;28;
28-ott-88;4.00;19;
28-ott-88;5.00;12;
28-ott-88;6.00;13;
28-ott-88;7.00;20;
28-ott-88;8.00;33;
28-ott-88;9.00;46;
28-ott-88;10.00;55;
28-ott-88;11.00;63;
28-ott-88;12.00;60;
28-ott-88;13.00;49;
28-ott-88;14.00;35;
28-ott-88;15.00;16;
28-ott-88;16.00;-5;
28-ott-88;17.00;-21;
28-ott-88;18.00;-33;
28-ott-88;19.00;-34;
28-ott-88;20.00;-25;
28-ott-88;21.00;-8;
28-ott-88;22.00;11;
28-ott-88;23.00;27;
29-ott-88;0.00;38;
29-ott-88;1.00;41;
29-ott-88;2.00;40;
29-ott-88;3.00;32;
29-ott-88;4.00;23;
29-ott-88;5.00;16;
29-ott-88;6.00;14;
29-ott-88;7.00;19;
29-ott-88;8.00;29;
29-ott-88;9.00;39;
29-ott-88;10.00;50;
29-ott-88;11.00;55;
29-ott-88;12.00;55;
29-ott-88;13.00;46;
29-ott-88;14.00;34;
29-ott-88;15.00;18;
29-ott-88;16.00;3;
29-ott-88;17.00;-8;
29-ott-88;18.00;-17;
29-ott-88;19.00;-20;
29-ott-88;20.00;-13;
29-ott-88;21.00;-1;
29-ott-88;22.00;11;
29-ott-88;23.00;23;
30-ott-88;0.00;31;
30-ott-88;1.00;36;
30-ott-88;2.00;38;
30-ott-88;3.00;36;
30-ott-88;4.00;33;
30-ott-88;5.00;28;
30-ott-88;6.00;25;
30-ott-88;7.00;27;
30-ott-88;8.00;31;
30-ott-88;9.00;36;
30-ott-88;10.00;43;
30-ott-88;11.00;49;
30-ott-88;12.00;51;
30-ott-88;13.00;48;
30-ott-88;14.00;40;
30-ott-88;15.00;31;
30-ott-88;16.00;22;
30-ott-88;17.00;12;
30-ott-88;18.00;6;
30-ott-88;19.00;1;
30-ott-88;20.00;1;
30-ott-88;21.00;4;
30-ott-88;22.00;8;
30-ott-88;23.00;14;
31-ott-88;0.00;19;
31-ott-88;1.00;23;
31-ott-88;2.00;30;
31-ott-88;3.00;33;
31-ott-88;4.00;36;
31-ott-88;5.00;36;
31-ott-88;6.00;35;
31-ott-88;7.00;34;
31-ott-88;8.00;36;
31-ott-88;9.00;37;
31-ott-88;10.00;39;
31-ott-88;11.00;41;
31-ott-88;12.00;43;
31-ott-88;13.00;43;
31-ott-88;14.00;41;
31-ott-88;15.00;37;
31-ott-88;16.00;31;
31-ott-88;17.00;23;
31-ott-88;18.00;14;
31-ott-88;19.00;7;
31-ott-88;20.00;2;
31-ott-88;21.00;-2;
31-ott-88;22.00;-7;
31-ott-88;23.00;-7;
1-nov-88;0.00;-4;
1-nov-88;1.00;1;
1-nov-88;2.00;9;
1-nov-88;3.00;19;
1-nov-88;4.00;25;
1-nov-88;5.00;30;
1-nov-88;6.00;32;
1-nov-88;7.00;33;
1-nov-88;8.00;31;
1-nov-88;9.00;30;
1-nov-88;10.00;30;
1-nov-88;11.00;30;
1-nov-88;12.00;31;
1-nov-88;13.00;31;
1-nov-88;14.00;30;
1-nov-88;15.00;24;
1-nov-88;16.00;22;
1-nov-88;17.00;20;
1-nov-88;18.00;16;
1-nov-88;19.00;11;
1-nov-88;20.00;4;
1-nov-88;21.00;-2;
1-nov-88;22.00;-8;
1-nov-88;23.00;-10;
2-nov-88;0.00;-8;
2-nov-88;1.00;0;
2-nov-88;2.00;11;
2-nov-88;3.00;20;
2-nov-88;4.00;30;
2-nov-88;5.00;38;
2-nov-88;6.00;44;
2-nov-88;7.00;48;
2-nov-88;8.00;49;
2-nov-88;9.00;47;
2-nov-88;10.00;43;
2-nov-88;11.00;36;
2-nov-88;12.00;31;
2-nov-88;13.00;25;
2-nov-88;14.00;23;
2-nov-88;15.00;21;
2-nov-88;16.00;22;
2-nov-88;17.00;23;
2-nov-88;18.00;23;
2-nov-88;19.00;23;
2-nov-88;20.00;22;
2-nov-88;21.00;16;
2-nov-88;22.00;8;
2-nov-88;23.00;3;
3-nov-88;0.00;-1;
3-nov-88;1.00;0;
3-nov-88;2.00;8;
3-nov-88;3.00;20;
3-nov-88;4.00;33;
3-nov-88;5.00;45;
3-nov-88;6.00;55;
3-nov-88;7.00;59;
3-nov-88;8.00;57;
3-nov-88;9.00;52;
3-nov-88;10.00;43;
3-nov-88;11.00;36;
3-nov-88;12.00;27;
3-nov-88;13.00;23;
3-nov-88;14.00;20;
3-nov-88;15.00;20;
3-nov-88;16.00;21;
3-nov-88;17.00;25;
3-nov-88;18.00;31;
3-nov-88;19.00;35;
3-nov-88;20.00;36;
3-nov-88;21.00;38;
3-nov-88;22.00;30;
3-nov-88;23.00;18;
4-nov-88;0.00;11;
4-nov-88;1.00;8;
4-nov-88;2.00;8;
4-nov-88;3.00;14;
4-nov-88;4.00;23;
4-nov-88;5.00;34;
4-nov-88;6.00;43;
4-nov-88;7.00;51;
4-nov-88;8.00;55;
4-nov-88;9.00;52;
4-nov-88;10.00;46;
4-nov-88;11.00;35;
4-nov-88;12.00;20;
4-nov-88;13.00;6;
4-nov-88;14.00;-2;
4-nov-88;15.00;-5;
4-nov-88;16.00;-1;
4-nov-88;17.00;9;
4-nov-88;18.00;22;
4-nov-88;19.00;35;
4-nov-88;20.00;41;
4-nov-88;21.00;40;
4-nov-88;22.00;32;
4-nov-88;23.00;17;
5-nov-88;0.00;3;
5-nov-88;1.00;-8;
5-nov-88;2.00;-15;
5-nov-88;3.00;-11;
5-nov-88;4.00;-1;
5-nov-88;5.00;16;
5-nov-88;6.00;33;
5-nov-88;7.00;45;
5-nov-88;8.00;52;
5-nov-88;9.00;52;
5-nov-88;10.00;41;
5-nov-88;11.00;25;
5-nov-88;12.00;8;
5-nov-88;13.00;-8;
5-nov-88;14.00;-16;
5-nov-88;15.00;-21;
5-nov-88;16.00;-14;
5-nov-88;17.00;0;
5-nov-88;18.00;16;
5-nov-88;19.00;28;
5-nov-88;20.00;36;
5-nov-88;21.00;38;
5-nov-88;22.00;31;
5-nov-88;23.00;19;
6-nov-88;0.00;4;
6-nov-88;1.00;-8;
6-nov-88;2.00;-16;
6-nov-88;3.00;-16;
6-nov-88;4.00;-4;
6-nov-88;5.00;12;
6-nov-88;6.00;27;
6-nov-88;7.00;40;
6-nov-88;8.00;48;
6-nov-88;9.00;49;
6-nov-88;10.00;41;
6-nov-88;11.00;27;
6-nov-88;12.00;11;
6-nov-88;13.00;-5;
6-nov-88;14.00;-17;
6-nov-88;15.00;-24;
6-nov-88;16.00;-20;
6-nov-88;17.00;-8;
6-nov-88;18.00;8;
6-nov-88;19.00;26;
6-nov-88;20.00;38;
6-nov-88;21.00;42;
6-nov-88;22.00;40;
6-nov-88;23.00;31;
7-nov-88;0.00;17;
7-nov-88;1.00;3;
7-nov-88;2.00;-7;
7-nov-88;3.00;-9;
7-nov-88;4.00;-5;
7-nov-88;5.00;9;
7-nov-88;6.00;27;
7-nov-88;7.00;42;
7-nov-88;8.00;54;
7-nov-88;9.00;59;
7-nov-88;10.00;55;
7-nov-88;11.00;41;
7-nov-88;12.00;24;
7-nov-88;13.00;5;
7-nov-88;14.00;-13;
7-nov-88;15.00;-25;
7-nov-88;16.00;-28;
7-nov-88;17.00;-16;
7-nov-88;18.00;0;
7-nov-88;19.00;19;
7-nov-88;20.00;35;
7-nov-88;21.00;42;
7-nov-88;22.00;44;
7-nov-88;23.00;38;
8-nov-88;0.00;24;
8-nov-88;1.00;9;
8-nov-88;2.00;-4;
8-nov-88;3.00;-8;
8-nov-88;4.00;-6;
8-nov-88;5.00;6;
8-nov-88;6.00;23;
8-nov-88;7.00;40;
8-nov-88;8.00;55;
8-nov-88;9.00;65;
8-nov-88;10.00;65;
8-nov-88;11.00;53;
8-nov-88;12.00;36;
8-nov-88;13.00;12;
8-nov-88;14.00;-7;
8-nov-88;15.00;-23;
8-nov-88;16.00;-29;
8-nov-88;17.00;-26;
8-nov-88;18.00;-11;
8-nov-88;19.00;8;
8-nov-88;20.00;27;
8-nov-88;21.00;39;
8-nov-88;22.00;44;
8-nov-88;23.00;41;
9-nov-88;0.00;31;
9-nov-88;1.00;18;
9-nov-88;2.00;4;
9-nov-88;3.00;-5;
9-nov-88;4.00;-5;
9-nov-88;5.00;7;
9-nov-88;6.00;23;
9-nov-88;7.00;40;
9-nov-88;8.00;55;
9-nov-88;9.00;65;
9-nov-88;10.00;68;
9-nov-88;11.00;59;
9-nov-88;12.00;43;
9-nov-88;13.00;22;
9-nov-88;14.00;0;
9-nov-88;15.00;-20;
9-nov-88;16.00;-33;
9-nov-88;17.00;-36;
9-nov-88;18.00;-25;
9-nov-88;19.00;-8;
9-nov-88;20.00;12;
9-nov-88;21.00;27;
9-nov-88;22.00;37;
9-nov-88;23.00;39;
10-nov-88;0.00;36;
10-nov-88;1.00;25;
10-nov-88;2.00;14;
10-nov-88;3.00;3;
10-nov-88;4.00;-1;
10-nov-88;5.00;4;
10-nov-88;6.00;17;
10-nov-88;7.00;33;
10-nov-88;8.00;48;
10-nov-88;9.00;60;
10-nov-88;10.00;65;
10-nov-88;11.00;62;
10-nov-88;12.00;48;
10-nov-88;13.00;28;
10-nov-88;14.00;6;
10-nov-88;15.00;-16;
10-nov-88;16.00;-33;
10-nov-88;17.00;-40;
10-nov-88;18.00;-36;
10-nov-88;19.00;-21;
10-nov-88;20.00;-2;
10-nov-88;21.00;16;
10-nov-88;22.00;28;
10-nov-88;23.00;36;
11-nov-88;0.00;38;
11-nov-88;1.00;33;
11-nov-88;2.00;24;
11-nov-88;3.00;12;
11-nov-88;4.00;4;
11-nov-88;5.00;4;
11-nov-88;6.00;10;
11-nov-88;7.00;23;
11-nov-88;8.00;39;
11-nov-88;9.00;52;
11-nov-88;10.00;60;
11-nov-88;11.00;62;
11-nov-88;12.00;51;
11-nov-88;13.00;35;
11-nov-88;14.00;14;
11-nov-88;15.00;-8;
11-nov-88;16.00;-28;
11-nov-88;17.00;-39;
11-nov-88;18.00;-40;
11-nov-88;19.00;-31;
11-nov-88;20.00;-15;
11-nov-88;21.00;4;
11-nov-88;22.00;19;
11-nov-88;23.00;31;
12-nov-88;0.00;36;
12-nov-88;1.00;36;
12-nov-88;2.00;30;
12-nov-88;3.00;20;
12-nov-88;4.00;11;
12-nov-88;5.00;8;
12-nov-88;6.00;10;
12-nov-88;7.00;20;
12-nov-88;8.00;33;
12-nov-88;9.00;44;
12-nov-88;10.00;54;
12-nov-88;11.00;58;
12-nov-88;12.00;54;
12-nov-88;13.00;40;
12-nov-88;14.00;23;
12-nov-88;15.00;3;
12-nov-88;16.00;-16;
12-nov-88;17.00;-32;
12-nov-88;18.00;-39;
12-nov-88;19.00;-34;
12-nov-88;20.00;-21;
12-nov-88;21.00;-4;
12-nov-88;22.00;14;
12-nov-88;23.00;27;
13-nov-88;0.00;36;
13-nov-88;1.00;39;
13-nov-88;2.00;39;
13-nov-88;3.00;31;
13-nov-88;4.00;23;
13-nov-88;5.00;16;
13-nov-88;6.00;14;
13-nov-88;7.00;17;
13-nov-88;8.00;28;
13-nov-88;9.00;40;
13-nov-88;10.00;52;
13-nov-88;11.00;57;
13-nov-88;12.00;56;
13-nov-88;13.00;46;
13-nov-88;14.00;31;
13-nov-88;15.00;12;
13-nov-88;16.00;-5;
13-nov-88;17.00;-16;
13-nov-88;18.00;-24;
13-nov-88;19.00;-25;
13-nov-88;20.00;-15;
13-nov-88;21.00;0;
13-nov-88;22.00;15;
13-nov-88;23.00;27;
14-nov-88;0.00;36;
14-nov-88;1.00;43;
14-nov-88;2.00;43;
14-nov-88;3.00;39;
14-nov-88;4.00;36;
14-nov-88;5.00;30;
14-nov-88;6.00;27;
14-nov-88;7.00;28;
14-nov-88;8.00;33;
14-nov-88;9.00;37;
14-nov-88;10.00;42;
14-nov-88;11.00;46;
14-nov-88;12.00;46;
14-nov-88;13.00;40;
14-nov-88;14.00;31;
14-nov-88;15.00;20;
14-nov-88;16.00;8;
14-nov-88;17.00;-2;
14-nov-88;18.00;-12;
14-nov-88;19.00;-17;
14-nov-88;20.00;-17;
14-nov-88;21.00;-12;
14-nov-88;22.00;-1;
14-nov-88;23.00;11;
15-nov-88;0.00;22;
15-nov-88;1.00;28;
15-nov-88;2.00;32;
15-nov-88;3.00;33;
15-nov-88;4.00;32;
15-nov-88;5.00;30;
15-nov-88;6.00;25;
15-nov-88;7.00;22;
15-nov-88;8.00;20;
15-nov-88;9.00;22;
15-nov-88;10.00;27;
15-nov-88;11.00;32;
15-nov-88;12.00;38;
15-nov-88;13.00;39;
15-nov-88;14.00;36;
15-nov-88;15.00;28;
15-nov-88;16.00;16;
15-nov-88;17.00;3;
15-nov-88;18.00;-8;
15-nov-88;19.00;-16;
15-nov-88;20.00;-18;
15-nov-88;21.00;-16;
15-nov-88;22.00;-11;
15-nov-88;23.00;-7;
16-nov-88;0.00;-1;
16-nov-88;1.00;8;
16-nov-88;2.00;17;
16-nov-88;3.00;23;
16-nov-88;4.00;27;
16-nov-88;5.00;31;
16-nov-88;6.00;28;
16-nov-88;7.00;23;
16-nov-88;8.00;20;
16-nov-88;9.00;18;
16-nov-88;10.00;16;
16-nov-88;11.00;16;
16-nov-88;12.00;19;
16-nov-88;13.00;17;
16-nov-88;14.00;16;
16-nov-88;15.00;14;
16-nov-88;16.00;11;
16-nov-88;17.00;8;
16-nov-88;18.00;2;
16-nov-88;19.00;-5;
16-nov-88;20.00;-13;
16-nov-88;21.00;-20;
16-nov-88;22.00;-24;
16-nov-88;23.00;-23;
17-nov-88;0.00;-16;
17-nov-88;1.00;-6;
17-nov-88;2.00;6;
17-nov-88;3.00;18;
17-nov-88;4.00;28;
17-nov-88;5.00;36;
17-nov-88;6.00;39;
17-nov-88;7.00;40;
17-nov-88;8.00;38;
17-nov-88;9.00;30;
17-nov-88;10.00;22;
17-nov-88;11.00;14;
17-nov-88;12.00;8;
17-nov-88;13.00;4;
17-nov-88;14.00;3;
17-nov-88;15.00;6;
17-nov-88;16.00;9;
17-nov-88;17.00;12;
17-nov-88;18.00;12;
17-nov-88;19.00;8;
17-nov-88;20.00;-1;
17-nov-88;21.00;-10;
17-nov-88;22.00;-21;
17-nov-88;23.00;-25;
18-nov-88;0.00;-25;
18-nov-88;1.00;-16;
18-nov-88;2.00;-2;
18-nov-88;3.00;14;
18-nov-88;4.00;27;
18-nov-88;5.00;39;
18-nov-88;6.00;52;
18-nov-88;7.00;55;
18-nov-88;8.00;52;
18-nov-88;9.00;40;
18-nov-88;10.00;25;
18-nov-88;11.00;8;
18-nov-88;12.00;-5;
18-nov-88;13.00;-12;
18-nov-88;14.00;-12;
18-nov-88;15.00;-4;
18-nov-88;16.00;8;
18-nov-88;17.00;19;
18-nov-88;18.00;24;
18-nov-88;19.00;24;
18-nov-88;20.00;20;
18-nov-88;21.00;12;
18-nov-88;22.00;0;
18-nov-88;23.00;-8;
19-nov-88;0.00;-13;
19-nov-88;1.00;-10;
19-nov-88;2.00;0;
19-nov-88;3.00;16;
19-nov-88;4.00;33;
19-nov-88;5.00;48;
19-nov-88;6.00;57;
19-nov-88;7.00;62;
19-nov-88;8.00;57;
19-nov-88;9.00;44;
19-nov-88;10.00;28;
19-nov-88;11.00;11;
19-nov-88;12.00;-5;
19-nov-88;13.00;-16;
19-nov-88;14.00;-22;
19-nov-88;15.00;-19;
19-nov-88;16.00;-5;
19-nov-88;17.00;11;
19-nov-88;18.00;24;
19-nov-88;19.00;35;
19-nov-88;20.00;36;
19-nov-88;21.00;32;
19-nov-88;22.00;23;
19-nov-88;23.00;11;
20-nov-88;0.00;3;
20-nov-88;1.00;3;
20-nov-88;2.00;11;
20-nov-88;3.00;23;
20-nov-88;4.00;39;
20-nov-88;5.00;52;
20-nov-88;6.00;63;
20-nov-88;7.00;75;
20-nov-88;8.00;78;
20-nov-88;9.00;70;
20-nov-88;10.00;54;
20-nov-88;11.00;35;
20-nov-88;12.00;16;
20-nov-88;13.00;-1;
20-nov-88;14.00;-15;
20-nov-88;15.00;-20;
20-nov-88;16.00;-12;
20-nov-88;17.00;2;
20-nov-88;18.00;17;
20-nov-88;19.00;30;
20-nov-88;20.00;38;
20-nov-88;21.00;41;
20-nov-88;22.00;40;
20-nov-88;23.00;34;
21-nov-88;0.00;23;
21-nov-88;1.00;19;
21-nov-88;2.00;23;
21-nov-88;3.00;31;
21-nov-88;4.00;44;
21-nov-88;5.00;62;
21-nov-88;6.00;79;
21-nov-88;7.00;87;
21-nov-88;8.00;92;
21-nov-88;9.00;92;
21-nov-88;10.00;82;
21-nov-88;11.00;63;
21-nov-88;12.00;44;
21-nov-88;13.00;24;
21-nov-88;14.00;6;
21-nov-88;15.00;-9;
21-nov-88;16.00;-18;
21-nov-88;17.00;-9;
21-nov-88;18.00;4;
21-nov-88;19.00;23;
21-nov-88;20.00;41;
21-nov-88;21.00;59;
21-nov-88;22.00;71;
21-nov-88;23.00;75;
22-nov-88;0.00;70;
22-nov-88;1.00;55;
22-nov-88;2.00;43;
22-nov-88;3.00;39;
22-nov-88;4.00;41;
22-nov-88;5.00;46;
22-nov-88;6.00;55;
22-nov-88;7.00;68;
22-nov-88;8.00;76;
22-nov-88;9.00;81;
22-nov-88;10.00;76;
22-nov-88;11.00;63;
22-nov-88;12.00;43;
22-nov-88;13.00;20;
22-nov-88;14.00;-1;
22-nov-88;15.00;-16;
22-nov-88;16.00;-24;
22-nov-88;17.00;-18;
22-nov-88;18.00;-1;
22-nov-88;19.00;23;
22-nov-88;20.00;44;
22-nov-88;21.00;62;
22-nov-88;22.00;70;
22-nov-88;23.00;70;
23-nov-88;0.00;59;
23-nov-88;1.00;43;
23-nov-88;2.00;27;
23-nov-88;3.00;16;
23-nov-88;4.00;11;
23-nov-88;5.00;16;
23-nov-88;6.00;30;
23-nov-88;7.00;47;
23-nov-88;8.00;62;
23-nov-88;9.00;71;
23-nov-88;10.00;76;
23-nov-88;11.00;72;
23-nov-88;12.00;56;
23-nov-88;13.00;35;
23-nov-88;14.00;11;
23-nov-88;15.00;-8;
23-nov-88;16.00;-21;
23-nov-88;17.00;-25;
23-nov-88;18.00;-13;
23-nov-88;19.00;4;
23-nov-88;20.00;23;
23-nov-88;21.00;40;
23-nov-88;22.00;48;
23-nov-88;23.00;53;
24-nov-88;0.00;49;
24-nov-88;1.00;38;
24-nov-88;2.00;23;
24-nov-88;3.00;11;
24-nov-88;4.00;4;
24-nov-88;5.00;5;
24-nov-88;6.00;15;
24-nov-88;7.00;32;
24-nov-88;8.00;48;
24-nov-88;9.00;63;
24-nov-88;10.00;72;
24-nov-88;11.00;68;
24-nov-88;12.00;56;
24-nov-88;13.00;39;
24-nov-88;14.00;19;
24-nov-88;15.00;-1;
24-nov-88;16.00;-18;
24-nov-88;17.00;-30;
24-nov-88;18.00;-31;
24-nov-88;19.00;-20;
24-nov-88;20.00;-2;
24-nov-88;21.00;16;
24-nov-88;22.00;30;
24-nov-88;23.00;38;
25-nov-88;0.00;39;
25-nov-88;1.00;32;
25-nov-88;2.00;21;
25-nov-88;3.00;9;
25-nov-88;4.00;-1;
25-nov-88;5.00;-3;
25-nov-88;6.00;6;
25-nov-88;7.00;22;
25-nov-88;8.00;38;
25-nov-88;9.00;52;
25-nov-88;10.00;63;
25-nov-88;11.00;64;
25-nov-88;12.00;57;
