Data;Ora solare;Livello Punta Salute (cm);
22-mar-88;17.00;28;
22-mar-88;18.00;27;
22-mar-88;19.00;28;
22-mar-88;20.00;34;
22-mar-88;21.00;43;
22-mar-88;22.00;50;
22-mar-88;23.00;55;
23-mar-88;0.00;55;
23-mar-88;1.00;48;
23-mar-88;2.00;32;
23-mar-88;3.00;19;
23-mar-88;4.00;7;
23-mar-88;5.00;-5;
23-mar-88;6.00;-20;
23-mar-88;7.00;-26;
23-mar-88;8.00;-28;
23-mar-88;9.00;-25;
23-mar-88;10.00;-18;
23-mar-88;11.00;-5;
23-mar-88;12.00;8;
23-mar-88;13.00;20;
23-mar-88;14.00;28;
23-mar-88;15.00;35;
23-mar-88;16.00;38;
23-mar-88;17.00;37;
23-mar-88;18.00;37;
23-mar-88;19.00;39;
23-mar-88;20.00;39;
23-mar-88;21.00;39;
23-mar-88;22.00;40;
23-mar-88;23.00;39;
24-mar-88;0.00;39;
24-mar-88;1.00;37;
24-mar-88;2.00;31;
24-mar-88;3.00;23;
24-mar-88;4.00;14;
24-mar-88;5.00;8;
24-mar-88;6.00;0;
24-mar-88;7.00;-4;
24-mar-88;8.00;-5;
24-mar-88;9.00;-5;
24-mar-88;10.00;-2;
24-mar-88;11.00;8;
24-mar-88;12.00;19;
24-mar-88;13.00;27;
24-mar-88;14.00;33;
24-mar-88;15.00;39;
24-mar-88;16.00;39;
24-mar-88;17.00;39;
24-mar-88;18.00;39;
24-mar-88;19.00;33;
24-mar-88;20.00;28;
24-mar-88;21.00;24;
24-mar-88;22.00;23;
24-mar-88;23.00;22;
25-mar-88;0.00;22;
25-mar-88;1.00;22;
25-mar-88;2.00;22;
25-mar-88;3.00;17;
25-mar-88;4.00;12;
25-mar-88;5.00;8;
25-mar-88;6.00;6;
25-mar-88;7.00;6;
25-mar-88;8.00;9;
25-mar-88;9.00;12;
25-mar-88;10.00;13;
25-mar-88;11.00;14;
25-mar-88;12.00;14;
25-mar-88;13.00;16;
25-mar-88;14.00;22;
25-mar-88;15.00;30;
25-mar-88;16.00;36;
25-mar-88;17.00;39;
25-mar-88;18.00;39;
25-mar-88;19.00;36;
25-mar-88;20.00;32;
25-mar-88;21.00;28;
25-mar-88;22.00;32;
25-mar-88;23.00;31;
26-mar-88;0.00;35;
26-mar-88;1.00;37;
26-mar-88;2.00;36;
26-mar-88;3.00;35;
26-mar-88;4.00;33;
26-mar-88;5.00;31;
26-mar-88;6.00;30;
26-mar-88;7.00;28;
26-mar-88;8.00;24;
26-mar-88;9.00;19;
26-mar-88;10.00;12;
26-mar-88;11.00;4;
26-mar-88;12.00;0;
26-mar-88;13.00;-2;
26-mar-88;14.00;-4;
26-mar-88;15.00;-1;
26-mar-88;16.00;7;
26-mar-88;17.00;15;
26-mar-88;18.00;25;
26-mar-88;19.00;36;
26-mar-88;20.00;41;
26-mar-88;21.00;43;
26-mar-88;22.00;43;
26-mar-88;23.00;43;
27-mar-88;0.00;36;
27-mar-88;1.00;28;
27-mar-88;2.00;27;
27-mar-88;3.00;30;
27-mar-88;4.00;31;
27-mar-88;5.00;32;
27-mar-88;6.00;33;
27-mar-88;7.00;27;
27-mar-88;8.00;23;
27-mar-88;9.00;16;
27-mar-88;10.00;8;
27-mar-88;11.00;-1;
27-mar-88;12.00;-12;
27-mar-88;13.00;-25;
27-mar-88;14.00;-28;
27-mar-88;15.00;-25;
27-mar-88;16.00;-16;
27-mar-88;17.00;-2;
27-mar-88;18.00;15;
27-mar-88;19.00;27;
27-mar-88;20.00;33;
27-mar-88;21.00;37;
27-mar-88;22.00;39;
27-mar-88;23.00;31;
28-mar-88;0.00;24;
28-mar-88;1.00;19;
28-mar-88;2.00;15;
28-mar-88;3.00;9;
28-mar-88;4.00;11;
28-mar-88;5.00;17;
28-mar-88;6.00;22;
28-mar-88;7.00;27;
28-mar-88;8.00;33;
28-mar-88;9.00;33;
28-mar-88;10.00;25;
28-mar-88;11.00;10;
28-mar-88;12.00;-7;
28-mar-88;13.00;-22;
28-mar-88;14.00;-33;
28-mar-88;15.00;-33;
28-mar-88;16.00;-23;
28-mar-88;17.00;-9;
28-mar-88;18.00;8;
28-mar-88;19.00;23;
28-mar-88;20.00;39;
28-mar-88;21.00;47;
28-mar-88;22.00;48;
28-mar-88;23.00;44;
29-mar-88;0.00;33;
29-mar-88;1.00;20;
29-mar-88;2.00;8;
29-mar-88;3.00;-1;
29-mar-88;4.00;-1;
29-mar-88;5.00;9;
29-mar-88;6.00;23;
29-mar-88;7.00;36;
29-mar-88;8.00;41;
29-mar-88;9.00;39;
29-mar-88;10.00;27;
29-mar-88;11.00;10;
29-mar-88;12.00;-8;
29-mar-88;13.00;-25;
29-mar-88;14.00;-37;
29-mar-88;15.00;-40;
29-mar-88;16.00;-28;
29-mar-88;17.00;-10;
29-mar-88;18.00;11;
29-mar-88;19.00;30;
29-mar-88;20.00;46;
29-mar-88;21.00;55;
29-mar-88;22.00;56;
29-mar-88;23.00;48;
30-mar-88;0.00;36;
30-mar-88;1.00;20;
30-mar-88;2.00;7;
30-mar-88;3.00;0;
30-mar-88;4.00;0;
30-mar-88;5.00;8;
30-mar-88;6.00;19;
30-mar-88;7.00;31;
30-mar-88;8.00;39;
30-mar-88;9.00;41;
30-mar-88;10.00;39;
30-mar-88;11.00;27;
30-mar-88;12.00;11;
30-mar-88;13.00;-4;
30-mar-88;14.00;-15;
30-mar-88;15.00;-18;
30-mar-88;16.00;-8;
30-mar-88;17.00;10;
30-mar-88;18.00;33;
30-mar-88;19.00;55;
30-mar-88;20.00;73;
30-mar-88;21.00;86;
30-mar-88;22.00;95;
30-mar-88;23.00;95;
31-mar-88;0.00;86;
31-mar-88;1.00;73;
31-mar-88;2.00;59;
31-mar-88;3.00;46;
31-mar-88;4.00;41;
31-mar-88;5.00;38;
31-mar-88;6.00;43;
31-mar-88;7.00;55;
31-mar-88;8.00;67;
31-mar-88;9.00;72;
31-mar-88;10.00;72;
31-mar-88;11.00;70;
31-mar-88;12.00;55;
31-mar-88;13.00;36;
31-mar-88;14.00;20;
31-mar-88;15.00;7;
31-mar-88;16.00;-5;
31-mar-88;17.00;-5;
31-mar-88;18.00;14;
31-mar-88;19.00;36;
31-mar-88;20.00;54;
31-mar-88;21.00;65;
31-mar-88;22.00;76;
31-mar-88;23.00;79;
1-apr-88;0.00;67;
1-apr-88;1.00;51;
1-apr-88;2.00;33;
1-apr-88;3.00;16;
1-apr-88;4.00;3;
1-apr-88;5.00;-2;
1-apr-88;6.00;-1;
1-apr-88;7.00;9;
1-apr-88;8.00;25;
1-apr-88;9.00;41;
1-apr-88;10.00;52;
1-apr-88;11.00;54;
1-apr-88;12.00;46;
1-apr-88;13.00;29;
1-apr-88;14.00;11;
1-apr-88;15.00;-5;
1-apr-88;16.00;-15;
1-apr-88;17.00;-13;
1-apr-88;18.00;3;
1-apr-88;19.00;25;
1-apr-88;20.00;48;
1-apr-88;21.00;65;
1-apr-88;22.00;75;
1-apr-88;23.00;72;
2-apr-88;0.00;57;
2-apr-88;1.00;39;
2-apr-88;2.00;17;
2-apr-88;3.00;-5;
2-apr-88;4.00;-21;
2-apr-88;5.00;-26;
2-apr-88;6.00;-21;
2-apr-88;7.00;-5;
2-apr-88;8.00;16;
2-apr-88;9.00;34;
2-apr-88;10.00;44;
2-apr-88;11.00;48;
2-apr-88;12.00;43;
2-apr-88;13.00;30;
2-apr-88;14.00;11;
2-apr-88;15.00;-5;
2-apr-88;16.00;-15;
2-apr-88;17.00;-14;
2-apr-88;18.00;-3;
2-apr-88;19.00;16;
2-apr-88;20.00;36;
2-apr-88;21.00;52;
2-apr-88;22.00;63;
2-apr-88;23.00;64;
3-apr-88;0.00;52;
3-apr-88;1.00;33;
3-apr-88;2.00;9;
3-apr-88;3.00;-13;
3-apr-88;4.00;-32;
3-apr-88;5.00;-39;
3-apr-88;6.00;-33;
3-apr-88;7.00;-17;
3-apr-88;8.00;3;
3-apr-88;9.00;23;
3-apr-88;10.00;36;
3-apr-88;11.00;42;
3-apr-88;12.00;41;
3-apr-88;13.00;31;
3-apr-88;14.00;15;
3-apr-88;15.00;-1;
3-apr-88;16.00;-14;
3-apr-88;17.00;-17;
3-apr-88;18.00;-10;
3-apr-88;19.00;5;
3-apr-88;20.00;23;
3-apr-88;21.00;38;
3-apr-88;22.00;49;
3-apr-88;23.00;52;
4-apr-88;0.00;47;
4-apr-88;1.00;28;
4-apr-88;2.00;6;
4-apr-88;3.00;-13;
4-apr-88;4.00;-31;
4-apr-88;5.00;-37;
4-apr-88;6.00;-34;
4-apr-88;7.00;-21;
4-apr-88;8.00;-2;
4-apr-88;9.00;16;
4-apr-88;10.00;31;
4-apr-88;11.00;41;
4-apr-88;12.00;46;
4-apr-88;13.00;39;
4-apr-88;14.00;27;
4-apr-88;15.00;12;
4-apr-88;16.00;-1;
4-apr-88;17.00;-8;
4-apr-88;18.00;-8;
4-apr-88;19.00;1;
4-apr-88;20.00;16;
4-apr-88;21.00;31;
4-apr-88;22.00;43;
4-apr-88;23.00;51;
5-apr-88;0.00;46;
5-apr-88;1.00;36;
5-apr-88;2.00;19;
5-apr-88;3.00;-1;
5-apr-88;4.00;-18;
5-apr-88;5.00;-28;
5-apr-88;6.00;-32;
5-apr-88;7.00;-25;
5-apr-88;8.00;-10;
5-apr-88;9.00;8;
5-apr-88;10.00;22;
5-apr-88;11.00;33;
5-apr-88;12.00;39;
5-apr-88;13.00;39;
5-apr-88;14.00;37;
5-apr-88;15.00;28;
5-apr-88;16.00;17;
5-apr-88;17.00;8;
5-apr-88;18.00;5;
5-apr-88;19.00;10;
5-apr-88;20.00;19;
5-apr-88;21.00;30;
5-apr-88;22.00;40;
5-apr-88;23.00;47;
6-apr-88;0.00;48;
6-apr-88;1.00;44;
6-apr-88;2.00;32;
6-apr-88;3.00;14;
6-apr-88;4.00;-2;
6-apr-88;5.00;-16;
6-apr-88;6.00;-26;
6-apr-88;7.00;-28;
6-apr-88;8.00;-21;
6-apr-88;9.00;-7;
6-apr-88;10.00;11;
6-apr-88;11.00;26;
6-apr-88;12.00;37;
6-apr-88;13.00;43;
6-apr-88;14.00;43;
6-apr-88;15.00;37;
6-apr-88;16.00;27;
6-apr-88;17.00;16;
6-apr-88;18.00;8;
6-apr-88;19.00;8;
6-apr-88;20.00;16;
6-apr-88;21.00;27;
6-apr-88;22.00;40;
6-apr-88;23.00;52;
7-apr-88;0.00;56;
7-apr-88;1.00;55;
7-apr-88;2.00;44;
7-apr-88;3.00;30;
7-apr-88;4.00;11;
7-apr-88;5.00;-4;
7-apr-88;6.00;-12;
7-apr-88;7.00;-15;
7-apr-88;8.00;-9;
7-apr-88;9.00;2;
7-apr-88;10.00;16;
7-apr-88;11.00;28;
7-apr-88;12.00;37;
7-apr-88;13.00;41;
7-apr-88;14.00;43;
7-apr-88;15.00;39;
7-apr-88;16.00;32;
7-apr-88;17.00;25;
7-apr-88;18.00;22;
7-apr-88;19.00;23;
7-apr-88;20.00;27;
7-apr-88;21.00;32;
7-apr-88;22.00;39;
7-apr-88;23.00;47;
8-apr-88;0.00;50;
8-apr-88;1.00;49;
8-apr-88;2.00;46;
8-apr-88;3.00;36;
8-apr-88;4.00;22;
8-apr-88;5.00;8;
8-apr-88;6.00;-5;
8-apr-88;7.00;-10;
8-apr-88;8.00;-12;
8-apr-88;9.00;-7;
8-apr-88;10.00;3;
8-apr-88;11.00;12;
8-apr-88;12.00;20;
8-apr-88;13.00;23;
8-apr-88;14.00;25;
8-apr-88;15.00;27;
8-apr-88;16.00;28;
8-apr-88;17.00;28;
8-apr-88;18.00;27;
8-apr-88;19.00;30;
8-apr-88;20.00;33;
8-apr-88;21.00;35;
8-apr-88;22.00;37;
8-apr-88;23.00;39;
9-apr-88;0.00;41;
9-apr-88;1.00;39;
9-apr-88;2.00;36;
9-apr-88;3.00;30;
9-apr-88;4.00;22;
9-apr-88;5.00;14;
9-apr-88;6.00;8;
9-apr-88;7.00;1;
9-apr-88;8.00;-4;
9-apr-88;9.00;-8;
9-apr-88;10.00;-8;
9-apr-88;11.00;-8;
9-apr-88;12.00;-5;
9-apr-88;13.00;1;
9-apr-88;14.00;8;
9-apr-88;15.00;15;
9-apr-88;16.00;21;
9-apr-88;17.00;30;
9-apr-88;18.00;36;
9-apr-88;19.00;38;
9-apr-88;20.00;39;
9-apr-88;21.00;39;
9-apr-88;22.00;37;
9-apr-88;23.00;32;
10-apr-88;0.00;30;
10-apr-88;1.00;28;
10-apr-88;2.00;28;
10-apr-88;3.00;28;
10-apr-88;4.00;28;
10-apr-88;5.00;27;
10-apr-88;6.00;23;
10-apr-88;7.00;17;
10-apr-88;8.00;9;
10-apr-88;9.00;3;
10-apr-88;10.00;-4;
10-apr-88;11.00;-8;
10-apr-88;12.00;-12;
10-apr-88;13.00;-10;
10-apr-88;14.00;-5;
10-apr-88;15.00;4;
10-apr-88;16.00;15;
10-apr-88;17.00;25;
10-apr-88;18.00;35;
10-apr-88;19.00;41;
10-apr-88;20.00;43;
10-apr-88;21.00;39;
10-apr-88;22.00;31;
10-apr-88;23.00;23;
11-apr-88;0.00;15;
11-apr-88;1.00;11;
11-apr-88;2.00;9;
11-apr-88;3.00;11;
11-apr-88;4.00;16;
11-apr-88;5.00;20;
11-apr-88;6.00;23;
11-apr-88;7.00;23;
11-apr-88;8.00;19;
11-apr-88;9.00;9;
11-apr-88;10.00;-1;
11-apr-88;11.00;-13;
11-apr-88;12.00;-23;
11-apr-88;13.00;-28;
11-apr-88;14.00;-26;
11-apr-88;15.00;-17;
11-apr-88;16.00;-2;
11-apr-88;17.00;14;
11-apr-88;18.00;28;
11-apr-88;19.00;39;
11-apr-88;20.00;45;
11-apr-88;21.00;46;
11-apr-88;22.00;39;
11-apr-88;23.00;28;
12-apr-88;0.00;15;
12-apr-88;1.00;4;
12-apr-88;2.00;-1;
12-apr-88;3.00;-1;
12-apr-88;4.00;6;
12-apr-88;5.00;16;
12-apr-88;6.00;28;
12-apr-88;7.00;36;
12-apr-88;8.00;36;
12-apr-88;9.00;28;
12-apr-88;10.00;14;
12-apr-88;11.00;-4;
12-apr-88;12.00;-18;
12-apr-88;13.00;-28;
12-apr-88;14.00;-29;
12-apr-88;15.00;-21;
12-apr-88;16.00;-5;
12-apr-88;17.00;14;
12-apr-88;18.00;31;
12-apr-88;19.00;46;
12-apr-88;20.00;57;
12-apr-88;21.00;62;
12-apr-88;22.00;60;
12-apr-88;23.00;49;
13-apr-88;0.00;33;
13-apr-88;1.00;17;
13-apr-88;2.00;6;
13-apr-88;3.00;1;
13-apr-88;4.00;6;
13-apr-88;5.00;15;
13-apr-88;6.00;28;
13-apr-88;7.00;40;
13-apr-88;8.00;47;
13-apr-88;9.00;46;
13-apr-88;10.00;36;
13-apr-88;11.00;21;
13-apr-88;12.00;4;
13-apr-88;13.00;-9;
13-apr-88;14.00;-18;
13-apr-88;15.00;-18;
13-apr-88;16.00;-8;
13-apr-88;17.00;9;
13-apr-88;18.00;29;
13-apr-88;19.00;48;
13-apr-88;20.00;63;
13-apr-88;21.00;71;
13-apr-88;22.00;71;
13-apr-88;23.00;56;
14-apr-88;0.00;40;
14-apr-88;1.00;18;
14-apr-88;2.00;-3;
14-apr-88;3.00;-21;
14-apr-88;4.00;-28;
14-apr-88;5.00;-23;
14-apr-88;6.00;-4;
14-apr-88;7.00;16;
14-apr-88;8.00;32;
14-apr-88;9.00;43;
14-apr-88;10.00;44;
14-apr-88;11.00;31;
14-apr-88;12.00;8;
14-apr-88;13.00;-12;
14-apr-88;14.00;-26;
14-apr-88;15.00;-34;
14-apr-88;16.00;-33;
14-apr-88;17.00;-15;
14-apr-88;18.00;6;
14-apr-88;19.00;30;
14-apr-88;20.00;49;
14-apr-88;21.00;62;
14-apr-88;22.00;63;
14-apr-88;23.00;51;
15-apr-88;0.00;33;
15-apr-88;1.00;11;
15-apr-88;2.00;-10;
15-apr-88;3.00;-29;
15-apr-88;4.00;-37;
15-apr-88;5.00;-33;
15-apr-88;6.00;-18;
15-apr-88;7.00;0;
15-apr-88;8.00;20;
15-apr-88;9.00;33;
15-apr-88;10.00;38;
15-apr-88;11.00;31;
15-apr-88;12.00;16;
15-apr-88;13.00;-5;
15-apr-88;14.00;-25;
15-apr-88;15.00;-37;
15-apr-88;16.00;-37;
15-apr-88;17.00;-24;
15-apr-88;18.00;-3;
15-apr-88;19.00;20;
15-apr-88;20.00;39;
15-apr-88;21.00;52;
15-apr-88;22.00;56;
15-apr-88;23.00;49;
16-apr-88;0.00;33;
16-apr-88;1.00;12;
16-apr-88;2.00;-10;
16-apr-88;3.00;-29;
16-apr-88;4.00;-42;
16-apr-88;5.00;-41;
16-apr-88;6.00;-28;
16-apr-88;7.00;-8;
16-apr-88;8.00;12;
16-apr-88;9.00;29;
16-apr-88;10.00;38;
16-apr-88;11.00;38;
16-apr-88;12.00;27;
16-apr-88;13.00;9;
16-apr-88;14.00;-10;
16-apr-88;15.00;-28;
16-apr-88;16.00;-36;
16-apr-88;17.00;-31;
16-apr-88;18.00;-14;
16-apr-88;19.00;8;
16-apr-88;20.00;30;
16-apr-88;21.00;47;
16-apr-88;22.00;58;
16-apr-88;23.00;60;
17-apr-88;0.00;50;
17-apr-88;1.00;32;
17-apr-88;2.00;10;
17-apr-88;3.00;-10;
17-apr-88;4.00;-29;
17-apr-88;5.00;-39;
17-apr-88;6.00;-34;
17-apr-88;7.00;-20;
17-apr-88;8.00;-1;
17-apr-88;9.00;19;
17-apr-88;10.00;33;
17-apr-88;11.00;39;
17-apr-88;12.00;39;
17-apr-88;13.00;27;
17-apr-88;14.00;11;
17-apr-88;15.00;-4;
17-apr-88;16.00;-13;
17-apr-88;17.00;-16;
17-apr-88;18.00;-7;
17-apr-88;19.00;9;
17-apr-88;20.00;28;
17-apr-88;21.00;46;
17-apr-88;22.00;59;
17-apr-88;23.00;64;
18-apr-88;0.00;60;
18-apr-88;1.00;44;
18-apr-88;2.00;23;
18-apr-88;3.00;-1;
18-apr-88;4.00;-25;
18-apr-88;5.00;-40;
18-apr-88;6.00;-47;
18-apr-88;7.00;-37;
18-apr-88;8.00;-20;
18-apr-88;9.00;-1;
18-apr-88;10.00;16;
18-apr-88;11.00;28;
18-apr-88;12.00;32;
18-apr-88;13.00;27;
18-apr-88;14.00;17;
18-apr-88;15.00;3;
18-apr-88;16.00;-8;
18-apr-88;17.00;-12;
18-apr-88;18.00;-7;
18-apr-88;19.00;7;
18-apr-88;20.00;23;
18-apr-88;21.00;41;
18-apr-88;22.00;55;
18-apr-88;23.00;62;
19-apr-88;0.00;59;
19-apr-88;1.00;46;
19-apr-88;2.00;27;
19-apr-88;3.00;6;
19-apr-88;4.00;-15;
19-apr-88;5.00;-31;
19-apr-88;6.00;-39;
19-apr-88;7.00;-36;
19-apr-88;8.00;-23;
19-apr-88;9.00;-8;
19-apr-88;10.00;8;
19-apr-88;11.00;22;
19-apr-88;12.00;29;
19-apr-88;13.00;31;
19-apr-88;14.00;25;
19-apr-88;15.00;16;
19-apr-88;16.00;8;
19-apr-88;17.00;4;
19-apr-88;18.00;4;
19-apr-88;19.00;13;
19-apr-88;20.00;26;
19-apr-88;21.00;39;
19-apr-88;22.00;52;
19-apr-88;23.00;59;
20-apr-88;0.00;58;
20-apr-88;1.00;49;
20-apr-88;2.00;36;
20-apr-88;3.00;17;
20-apr-88;4.00;-1;
20-apr-88;5.00;-16;
20-apr-88;6.00;-28;
20-apr-88;7.00;-31;
20-apr-88;8.00;-25;
20-apr-88;9.00;-10;
20-apr-88;10.00;6;
20-apr-88;11.00;20;
20-apr-88;12.00;31;
20-apr-88;13.00;36;
20-apr-88;14.00;36;
20-apr-88;15.00;33;
20-apr-88;16.00;27;
20-apr-88;17.00;23;
20-apr-88;18.00;20;
20-apr-88;19.00;23;
20-apr-88;20.00;33;
20-apr-88;21.00;43;
20-apr-88;22.00;54;
20-apr-88;23.00;57;
21-apr-88;0.00;56;
21-apr-88;1.00;48;
21-apr-88;2.00;35;
21-apr-88;3.00;19;
21-apr-88;4.00;3;
21-apr-88;5.00;-10;
21-apr-88;6.00;-20;
21-apr-88;7.00;-23;
21-apr-88;8.00;-21;
21-apr-88;9.00;-12;
21-apr-88;10.00;-1;
21-apr-88;11.00;8;
21-apr-88;12.00;19;
21-apr-88;13.00;25;
21-apr-88;14.00;31;
21-apr-88;15.00;33;
21-apr-88;16.00;34;
21-apr-88;17.00;33;
21-apr-88;18.00;31;
21-apr-88;19.00;28;
21-apr-88;20.00;30;
21-apr-88;21.00;33;
21-apr-88;22.00;37;
21-apr-88;23.00;39;
22-apr-88;0.00;39;
22-apr-88;1.00;37;
22-apr-88;2.00;28;
22-apr-88;3.00;19;
22-apr-88;4.00;8;
22-apr-88;5.00;-1;
22-apr-88;6.00;-8;
22-apr-88;7.00;-15;
22-apr-88;8.00;-16;
22-apr-88;9.00;-13;
22-apr-88;10.00;-7;
22-apr-88;11.00;-2;
22-apr-88;12.00;11;
22-apr-88;13.00;20;
22-apr-88;14.00;28;
22-apr-88;15.00;35;
22-apr-88;16.00;38;
22-apr-88;17.00;39;
22-apr-88;18.00;39;
22-apr-88;19.00;38;
22-apr-88;20.00;35;
22-apr-88;21.00;33;
22-apr-88;22.00;33;
22-apr-88;23.00;32;
23-apr-88;0.00;33;
23-apr-88;1.00;31;
23-apr-88;2.00;27;
23-apr-88;3.00;22;
23-apr-88;4.00;16;
23-apr-88;5.00;11;
23-apr-88;6.00;6;
23-apr-88;7.00;1;
23-apr-88;8.00;1;
23-apr-88;9.00;1;
23-apr-88;10.00;3;
23-apr-88;11.00;6;
23-apr-88;12.00;10;
23-apr-88;13.00;16;
23-apr-88;14.00;25;
23-apr-88;15.00;33;
23-apr-88;16.00;41;
23-apr-88;17.00;48;
23-apr-88;18.00;52;
23-apr-88;19.00;52;
23-apr-88;20.00;48;
23-apr-88;21.00;44;
23-apr-88;22.00;41;
23-apr-88;23.00;36;
24-apr-88;0.00;36;
24-apr-88;1.00;36;
24-apr-88;2.00;35;
24-apr-88;3.00;30;
24-apr-88;4.00;26;
24-apr-88;5.00;24;
24-apr-88;6.00;27;
24-apr-88;7.00;30;
24-apr-88;8.00;33;
24-apr-88;9.00;28;
24-apr-88;10.00;20;
24-apr-88;11.00;15;
24-apr-88;12.00;14;
24-apr-88;13.00;19;
24-apr-88;14.00;23;
24-apr-88;15.00;30;
24-apr-88;16.00;36;
24-apr-88;17.00;44;
24-apr-88;18.00;51;
24-apr-88;19.00;54;
24-apr-88;20.00;55;
24-apr-88;21.00;54;
24-apr-88;22.00;46;
24-apr-88;23.00;36;
25-apr-88;0.00;27;
25-apr-88;1.00;20;
25-apr-88;2.00;17;
25-apr-88;3.00;20;
25-apr-88;4.00;23;
25-apr-88;5.00;27;
25-apr-88;6.00;28;
25-apr-88;7.00;28;
25-apr-88;8.00;25;
25-apr-88;9.00;20;
25-apr-88;10.00;14;
25-apr-88;11.00;8;
25-apr-88;12.00;4;
25-apr-88;13.00;4;
25-apr-88;14.00;9;
25-apr-88;15.00;19;
25-apr-88;16.00;30;
25-apr-88;17.00;40;
25-apr-88;18.00;49;
25-apr-88;19.00;54;
25-apr-88;20.00;52;
25-apr-88;21.00;48;
25-apr-88;22.00;39;
25-apr-88;23.00;28;
26-apr-88;0.00;20;
26-apr-88;1.00;12;
26-apr-88;2.00;11;
26-apr-88;3.00;9;
26-apr-88;4.00;13;
26-apr-88;5.00;18;
26-apr-88;6.00;23;
26-apr-88;7.00;29;
26-apr-88;8.00;31;
26-apr-88;9.00;29;
26-apr-88;10.00;20;
26-apr-88;11.00;11;
26-apr-88;12.00;-1;
26-apr-88;13.00;-7;
26-apr-88;14.00;-7;
26-apr-88;15.00;1;
26-apr-88;16.00;14;
26-apr-88;17.00;27;
26-apr-88;18.00;39;
26-apr-88;19.00;48;
26-apr-88;20.00;52;
26-apr-88;21.00;48;
26-apr-88;22.00;39;
26-apr-88;23.00;28;
27-apr-88;0.00;16;
27-apr-88;1.00;4;
27-apr-88;2.00;-1;
27-apr-88;3.00;-7;
27-apr-88;4.00;-1;
27-apr-88;5.00;8;
27-apr-88;6.00;20;
27-apr-88;7.00;29;
27-apr-88;8.00;33;
27-apr-88;9.00;31;
27-apr-88;10.00;23;
27-apr-88;11.00;11;
27-apr-88;12.00;-1;
27-apr-88;13.00;-12;
27-apr-88;14.00;-16;
27-apr-88;15.00;-10;
27-apr-88;16.00;2;
27-apr-88;17.00;17;
27-apr-88;18.00;33;
27-apr-88;19.00;44;
27-apr-88;20.00;50;
27-apr-88;21.00;52;
27-apr-88;22.00;46;
27-apr-88;23.00;35;
28-apr-88;0.00;20;
28-apr-88;1.00;4;
28-apr-88;2.00;-7;
28-apr-88;3.00;-13;
28-apr-88;4.00;-11;
28-apr-88;5.00;0;
28-apr-88;6.00;15;
28-apr-88;7.00;31;
28-apr-88;8.00;41;
28-apr-88;9.00;46;
28-apr-88;10.00;46;
28-apr-88;11.00;35;
28-apr-88;12.00;20;
28-apr-88;13.00;9;
28-apr-88;14.00;4;
28-apr-88;15.00;6;
28-apr-88;16.00;15;
28-apr-88;17.00;30;
28-apr-88;18.00;46;
28-apr-88;19.00;62;
28-apr-88;20.00;71;
28-apr-88;21.00;72;
28-apr-88;22.00;64;
28-apr-88;23.00;49;
29-apr-88;0.00;31;
29-apr-88;1.00;14;
29-apr-88;2.00;1;
29-apr-88;3.00;-7;
29-apr-88;4.00;-8;
29-apr-88;5.00;-2;
29-apr-88;6.00;9;
29-apr-88;7.00;22;
29-apr-88;8.00;33;
29-apr-88;9.00;41;
29-apr-88;10.00;45;
29-apr-88;11.00;43;
29-apr-88;12.00;35;
29-apr-88;13.00;23;
29-apr-88;14.00;14;
29-apr-88;15.00;9;
29-apr-88;16.00;14;
29-apr-88;17.00;27;
29-apr-88;18.00;42;
29-apr-88;19.00;58;
29-apr-88;20.00;70;
29-apr-88;21.00;75;
29-apr-88;22.00;72;
29-apr-88;23.00;60;
30-apr-88;0.00;43;
30-apr-88;1.00;22;
30-apr-88;2.00;1;
30-apr-88;3.00;-16;
30-apr-88;4.00;-25;
30-apr-88;5.00;-23;
30-apr-88;6.00;-8;
30-apr-88;7.00;11;
30-apr-88;8.00;30;
30-apr-88;9.00;44;
30-apr-88;10.00;55;
30-apr-88;11.00;55;
30-apr-88;12.00;48;
30-apr-88;13.00;35;
30-apr-88;14.00;20;
30-apr-88;15.00;8;
30-apr-88;16.00;4;
30-apr-88;17.00;11;
30-apr-88;18.00;26;
30-apr-88;19.00;44;
30-apr-88;20.00;63;
30-apr-88;21.00;75;
30-apr-88;22.00;77;
30-apr-88;23.00;67;
1-mag-88;0.00;48;
1-mag-88;1.00;25;
1-mag-88;2.00;4;
1-mag-88;3.00;-16;
1-mag-88;4.00;-29;
1-mag-88;5.00;-29;
1-mag-88;6.00;-13;
1-mag-88;7.00;8;
1-mag-88;8.00;31;
1-mag-88;9.00;49;
1-mag-88;10.00;61;
1-mag-88;11.00;63;
1-mag-88;12.00;52;
1-mag-88;13.00;36;
1-mag-88;14.00;20;
1-mag-88;15.00;6;
1-mag-88;16.00;1;
1-mag-88;17.00;7;
1-mag-88;18.00;23;
1-mag-88;19.00;41;
1-mag-88;20.00;59;
1-mag-88;21.00;72;
1-mag-88;22.00;76;
1-mag-88;23.00;70;
2-mag-88;0.00;54;
2-mag-88;1.00;32;
2-mag-88;2.00;11;
2-mag-88;3.00;-8;
2-mag-88;4.00;-20;
2-mag-88;5.00;-21;
2-mag-88;6.00;-10;
2-mag-88;7.00;8;
2-mag-88;8.00;27;
2-mag-88;9.00;43;
2-mag-88;10.00;55;
2-mag-88;11.00;59;
2-mag-88;12.00;55;
2-mag-88;13.00;43;
2-mag-88;14.00;31;
